seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231094 100 14.2858 14.2858 -1.59872e-14 0 1.10003e-05 NAN 0.111635 NAN NAN
1231094 200 13.589 13.589 -1.31806e-12 0 -0.000979333 NAN 0.300179 NAN NAN
1231094 300 12.8852 12.8852 2.04814e-12 0 -0.00131348 NAN 0.118294 NAN NAN
1231094 400 12.1867 12.1867 9.34364e-13 0 -0.000806789 NAN 0.0850173 NAN NAN
1231094 500 11.4852 11.4852 -2.66454e-14 0 0.0012996 NAN 0.119891 NAN NAN
1231094 600 10.7924 10.7924 -1.41576e-12 0 7.48357e-05 NAN 0.0239092 NAN NAN
1231094 700 10.085 10.085 -8.27782e-13 0 0.00143529 NAN 0.215419 NAN NAN
1231094 800 9.39463 9.39463 1.41576e-12 0 -0.000549546 NAN 0.0184098 NAN NAN
1231094 900 8.6887 8.6887 8.34888e-13 0 -0.000288532 NAN -0.0893286 NAN NAN
1231094 1000 7.98965 7.98965 -5.32907e-14 0 -0.000478259 NAN -0.0203111 NAN NAN
1231094 1100 7.23541 7.23147 0.00394164 0 -0.000486898 NAN 0.301423 NAN 0.0451253
1231094 1200 6.39781 6.36516 0.0326511 0 0.000723938 NAN 0.452119 NAN 0.17628
1231094 1300 5.63731 5.37906 0.258256 0 0.0345512 NAN 0.782014 NAN 0.59773
1231094 1400 5.02546 4.33813 0.687327 0 0.0223035 NAN 0.950584 NAN 0.831049
1231094 1500 4.37731 3.36175 1.01557 0 0.00047367 NAN 0.977722 NAN 0.895707
1231094 1600 3.69658 2.56332 1.13326 0 0.00380506 NAN 0.98789 NAN 0.926132
1231094 1700 2.99883 1.90273 1.0961 0 0.00295704 NAN 0.989868 NAN 0.935831
1231094 1800 2.31725 1.34285 0.974398 0 0.0152705 NAN 0.99188 NAN 0.947301
1231094 1900 1.64374 0.866995 0.776749 0 0.0111361 NAN 0.994304 NAN 0.955516
1231094 2000 0.966258 0.470342 0.495916 0 0.00194415 NAN 0.995146 NAN 0.964724
1231094 2100 0.971498 0.461025 0.510472 0 -0.0029142 NAN 0.997851 NAN 0.964444
1231094 2200 0.971042 0.461702 0.50934 0 0.00722145 NAN 0.997616 NAN 0.962691
1231094 2300 0.970761 0.459289 0.511472 0 0.00114506 NAN 0.997625 NAN 0.963014
1231094 2400 0.969305 0.461074 0.508231 0 0.0095897 NAN 0.996782 NAN 0.962728
1231094 2500 0.969754 0.463296 0.506458 0 -0.00831677 NAN 0.996592 NAN 0.963465
1231094 2600 0.969277 0.461289 0.507987 0 -0.00512654 NAN 0.997472 NAN 0.963232
1231094 2700 0.970482 0.462906 0.507576 0 0.0065223 NAN 0.99761 NAN 0.964438
1231094 2800 0.973426 0.460967 0.512459 0 -0.0048195 NAN 0.997408 NAN 0.965811
1231094 2900 0.971934 0.461097 0.510838 0 -0.00487249 NAN 0.997602 NAN 0.964873
1231094 3000 0.969545 0.462521 0.507024 0 0.00524947 NAN 0.997412 NAN 0.963594
