seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231142 1619 m2 0.08735 -0.0514053 0.513824 -0.374029 0.24595
1231142 1559 m2 0.23145 0.370261 0.712743 0.385203 0.274252
1231142 1590 m2 0.05585 -0.174604 -0.431806 -0.204909 -0.531676
1231142 1655 m2 0.52985 0.36219 -0.431005 0.185745 0.0462738
1231142 1777 m2 0.37295 0.0655009 -0.744167 0.0960821 -0.446069
1231142 1804 m2 0.0484 -0.189316 -0.230224 -0.230881 -0.324607
1231142 1935 m2 0.038 -0.208784 0.127622 -0.663733 0.196979
1231142 2120 m2 0.0375 -0.212978 -0.124662 -0.698313 0.324156
1231142 2286 m2 0.03905 -0.207981 -0.0427794 -0.499286 0.39596
1231142 2506 m2 0.0217 0.348773 0.00234251 0.491403 0.00523596
1231142 2710 m2 0.087 -0.112122 -0.296148 -0.210869 0.257244
1231142 2356 m2 0.0441 -0.200636 0.0441079 -0.443822 0.0837246
1231142 2562 m2 0.0478 -0.194964 -0.317137 -0.557421 -0.116839
1231142 2620 m2 0.10645 -0.252014 0.429273 -0.450232 0.252045
