seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231141 1616 m2 0.3085 0.522214 -0.608304 0.355863 -0.0615967
1231141 1477 m2 0.29555 0.180188 0.828398 0.287288 0.418075
1231141 1658 m2 0.304 0.113496 -0.842413 0.219128 -0.0722555
1231141 1684 m2 0.1291 -0.0979202 -0.633163 -0.292547 -0.346543
1231141 1701 m2 0.27665 -0.159054 -0.707201 -0.226273 -0.138885
1231141 2829 m2 0.0272 -0.194402 -0.230011 -0.293622 -0.145588
1231141 1790 m2 0.0314 -0.22164 0.358078 -0.714473 -0.0544026
1231141 1788 m2 0.02085 0.222942 -0.457281 0.23003 -0.174071
1231141 1943 m2 0.0277 -0.193154 0.130641 -0.585516 0.308442
1231141 2310 m2 0.0365 -0.206805 0.210343 -0.415087 0.340425
1231141 2062 m2 0.04305 -0.20878 0.296354 -0.696647 0.263119
1231141 2173 m2 0.02225 -0.0553455 0.171049 0.493651 -0.0624758
1231141 2428 m2 0.04715 -0.171804 -0.0544176 -0.254242 -0.0262049
1231141 2592 m2 0.03115 0.22884 -0.0176775 0.161934 -0.0100052
1231141 2775 m2 0.13535 0.129008 0.522781 0.181325 -0.159809
1231141 2838 m2 0.01315 -0.217916 0.0341854 -0.647002 0.381468
