seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
2242330863068 100 11.0906 11.0906 6.59028e-13 -0.0564639 0.0285446 -0.136624 -0.191153 NAN NAN
2242330863068 200 8.86722 8.86722 -1.49214e-13 0.0200583 0.0475517 0.0550486 -0.0599226 NAN NAN
2242330863068 300 7.81027 7.81027 3.41061e-13 0.080115 0.0419056 -0.335194 -0.0338826 NAN NAN
2242330863068 400 6.97456 6.97456 1.49214e-13 0.00950313 0.00261264 -0.329255 0.141288 NAN NAN
2242330863068 500 6.28675 6.28675 -2.32703e-13 0.0972708 0.00434673 0.0926077 0.443622 NAN NAN
2242330863068 600 6.02851 6.02851 -1.63425e-13 -0.069194 -0.0441374 0.0554699 0.218315 NAN NAN
2242330863068 700 5.42789 5.42789 -1.20792e-13 -0.198867 -0.0228917 0.139597 0.510831 NAN NAN
2242330863068 800 5.02779 5.02779 9.76996e-15 -0.16875 0.00275133 -0.0870676 0.262148 NAN NAN
2242330863068 900 4.62979 4.62979 1.65201e-13 0.0262905 -0.0112973 0.0293208 0.244084 NAN NAN
2242330863068 1000 4.36267 4.36267 -3.37508e-14 -0.129102 0.0741236 -0.150847 0.176511 NAN NAN
2242330863068 1100 4.03045 4.01764 0.0128113 0.165539 -0.0308093 0.00646329 0.305582 0.00180419 0.0540861
2242330863068 1200 3.788 3.7006 0.0874039 0.328232 -0.0197676 0.325456 0.784053 0.0537217 0.199013
2242330863068 1300 3.62461 3.46207 0.162538 0.679024 0.00515399 0.0209868 0.900909 0.00537066 0.267482
2242330863068 1400 3.25222 3.00747 0.244749 0.656114 0.00863478 0.0840118 0.922003 0.0166021 0.329778
2242330863068 1500 2.95924 2.57627 0.382967 0.629203 0.0228436 -0.13891 0.964067 -0.0324515 0.441306
2242330863068 1600 2.62005 2.12622 0.493833 0.426348 -0.00978834 -0.045842 0.969908 -0.0138899 0.539471
2242330863068 1700 2.25424 1.65937 0.594865 0.294682 0.000546522 0.0176851 0.982073 0.00648059 0.657055
2242330863068 1800 1.84805 1.21519 0.632856 0.286737 -0.00962031 0.0516141 0.990394 0.0219191 0.7605
2242330863068 1900 1.40199 0.820444 0.581543 0.138074 -0.00113963 -0.0154078 0.995645 -0.00573972 0.844832
2242330863068 2000 0.885394 0.45186 0.433534 0.103803 0.00457962 -0.132614 0.998298 -0.0407216 0.919872
2242330863068 2100 0.911938 0.453225 0.458713 0.290167 0.00208174 0.0760769 0.998911 0.0220112 0.939432
2242330863068 2200 0.919984 0.454311 0.465672 0.387944 0.00209989 -0.0109115 0.998942 -0.00350363 0.945417
2242330863068 2300 0.925223 0.457283 0.46794 0.516917 0.0050549 -0.0575641 0.999083 -0.022687 0.948343
2242330863068 2400 0.931525 0.453614 0.477911 0.522392 0.00146482 -0.0827494 0.999124 -0.031429 0.954569
2242330863068 2500 0.930104 0.457162 0.472942 0.568262 -0.00210558 -0.114318 0.999075 -0.0406203 0.951821
2242330863068 2600 0.933856 0.455416 0.47844 0.410918 0.00158523 -0.0451229 0.999077 -0.0167962 0.95539
2242330863068 2700 0.935461 0.455538 0.479923 0.360032 0.00260886 0.00728391 0.999424 0.00229228 0.956403
2242330863068 2800 0.939338 0.455968 0.483369 0.300455 -0.00164251 -0.114042 0.99917 -0.0362249 0.958932
2242330863068 2900 0.938491 0.455444 0.483047 0.215037 0.00201736 0.0129815 0.998924 0.00525157 0.958444
2242330863068 3000 0.94104 0.456341 0.484699 0.218329 0.00442568 0.00607001 0.999052 0.00211024 0.959632
