seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231141 100 0.999901 0.999901 4.32987e-15 4.61679e-05 -0.000106651 0.204666 -0.000862376 NAN NAN
1231141 200 0.999898 0.999898 2.9976e-15 0.000863009 0.000204248 -0.125719 -0.20671 NAN NAN
1231141 300 0.999888 0.999888 -8.10463e-15 -0.000242608 0.000269348 -0.00755394 -0.163202 NAN NAN
1231141 400 0.999999 0.999999 -4.66294e-15 -2.23447e-05 8.0352e-06 -0.0589544 0.155476 NAN NAN
1231141 500 0.999903 0.999903 1.77636e-15 0.000111108 -0.000194362 0.0896081 0.0503208 NAN NAN
1231141 600 0.999929 0.999929 -1.19904e-14 -0.000127599 1.83752e-05 0.0823645 -0.00753091 NAN NAN
1231141 700 0.999792 0.999792 -1.13243e-14 0.000828547 0.000623995 -0.0417174 0.198079 NAN NAN
1231141 800 0.99983 0.99983 -2.4869e-14 0.000596863 -0.000228227 0.00926208 -0.320803 NAN NAN
1231141 900 0.999942 0.999942 9.65894e-15 -9.72419e-05 9.63426e-06 -0.0437065 -0.0308694 NAN NAN
1231141 1000 0.999956 0.999956 3.66374e-15 0.000163368 9.55766e-06 0.0522427 -0.0843641 NAN NAN
1231141 1100 0.995307 0.995305 1.26016e-06 0.000106795 0.000185112 0.0101516 0.0579686 0.00126333 0.00628236
1231141 1200 0.981593 0.981608 -1.49052e-05 0.000170207 -3.67954e-05 -0.187874 0.0031405 -0.0292627 0.000327077
1231141 1300 0.958613 0.958362 0.000250916 -0.00111345 -0.00098863 -0.0663785 0.286742 -0.0116969 0.0469381
1231141 1400 0.931618 0.91986 0.0117589 0.0129214 0.0197922 0.0324411 0.494644 0.0189835 0.298749
1231141 1500 0.906357 0.853225 0.0531322 0.0610909 0.0905198 0.111106 0.748242 0.0811238 0.556181
1231141 1600 0.903735 0.762879 0.140856 0.130373 0.0762439 0.28078 0.895601 0.213945 0.789013
1231141 1700 0.909277 0.681329 0.227949 0.129787 0.0370888 0.548042 0.941933 0.369667 0.894277
1231141 1800 0.890279 0.608881 0.281398 0.151099 0.012738 0.614099 0.959499 0.449866 0.920865
1231141 1900 0.854319 0.514861 0.339457 0.134458 0.0141758 0.734237 0.969534 0.559822 0.931581
1231141 2000 0.814648 0.402548 0.4121 0.210565 -0.0130097 0.927521 0.962373 0.727541 0.931011
1231141 2100 0.828686 0.391847 0.436839 0.221279 0.0180554 0.926381 0.98192 0.746848 0.944664
1231141 2200 0.835234 0.385766 0.449469 0.196824 0.0278645 0.950022 0.981453 0.763959 0.945982
1231141 2300 0.839017 0.381995 0.457022 0.174669 0.021176 0.962881 0.98221 0.778572 0.944842
1231141 2400 0.840175 0.383617 0.456558 0.185329 0.0123461 0.965205 0.983072 0.775953 0.945025
1231141 2500 0.840209 0.38276 0.457449 0.179226 0.0208962 0.960395 0.982158 0.776277 0.94665
1231141 2600 0.846061 0.380955 0.465106 0.188469 0.00571365 0.976628 0.985958 0.790545 0.946207
1231141 2700 0.845298 0.376884 0.468415 0.192158 0.00846919 0.982528 0.987422 0.792318 0.945663
1231141 2800 0.84466 0.376016 0.468644 0.194808 0.00729994 0.98226 0.987939 0.791382 0.945834
1231141 2900 0.844226 0.371314 0.472911 0.185623 -0.00190504 0.982494 0.985912 0.7901 0.94845
1231141 3000 0.849022 0.376061 0.472961 0.192519 0.00342284 0.982235 0.985296 0.794985 0.9495
