"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut_prefilter" "num_neut_postfilter" "num_neut_neutralgenome" "num_causal_temp" "num_causal_sal" "num_multiallelic" "meanFst" "va_temp_total" "va_sal_total" "Va_temp_sample" "Va_sal_sample" "nSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "num_causal_sig_temp_corr" "num_causal_sig_sal_corr" "num_notCausal_sig_temp_corr" "num_notCausal_sig_sal_corr" "num_neut_sig_temp_corr" "num_neut_sig_sal_corr" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_num_causal_sig_temp.1" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "RDA1_propvar" "RDA2_propvar" "RDA1_propvar_corr" "RDA2_propvar_corr" "RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_Va_temp_prop" "RDA_Va_temp_prop_corr" "RDA_Va_sal_prop" "RDA_Va_sal_prop_corr" "RDA_TPR" "RDA_TPR_corr" "RDA_FDR_allSNPs" "RDA_FDR_allSNPs_corr" "num_RDA_sig_causal" "num_RDA_sig_neutral" "num_RDA_sig_causal_corr" "num_RDA_sig_neutral_corr" "RDA_FDR_neutSNPs" "RDA_FDR_neutSNPs_corr" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "RDA_AUCPR_neutSNPs_corr" "RDA_FPR_neutSNPs" "RDA_FPR_neutSNPs_corr" "RDA_RDAmutpred_cor_tempEffect" "RDA_RDAmutpred_cor_salEffect" "RDA_absRDAmutpred_cor_tempVa" "RDA_absRDAmutpred_cor_salVa" "RDA_RDAmutpred_cor_tempEffect_structcorr" "RDA_RDAmutpred_cor_salEffect_structcorr" "RDA_absRDAmutpred_cor_tempVa_structcorr" "RDA_absRDAmutpred_cor_salVa_structcorr" "RDA_cor_RDA20000temppredict_tempPhen" "RDA_cor_RDA20000salpredict_salPhen" "RDA_cor_RDA20000temppredict_tempPhen_structcorr" "RDA_cor_RDA20000salpredict_salPhen_structcorr" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal"
"1231094" 1000 10 0.0475398545887713 0.014111792896823 0.500854 2 1.92374283405794e-06 51 0.954579022839886 0.892967842403951 NA NA 2628 298 25693 26587 26587 12811 298 0 0 0.181370197689041 0.0118500762477264 0 0.0135528096948473 0 25991 0.369115587789511 NA 0.383537960359034 0.0505543987858455 0.853488776073647 0 0.473154362416107 NA 0.989627013904215 0.979813886900501 NA NA 141 0 13452 0 6844 0 0.0105494189969345 0.0213437417395593 NA NA 13593 0 0.534228397470923 0 0.302692922686682 NA 0.0268456375838926 NA 0.977337110481586 NA 0.928571428571429 NA 0.0128577519216526 0.0257938353350374 NA NA 353 0 8 104 0 8 0.00811802357349153 0 0.984 0.016 0.736 0.264 0.999987574109301 0.00498514061925567 -0.00498514061925557 0.999987574109303 0.075901427771449 0 0 0 0.00335570469798658 0 0.993421052631579 1 1 81 0 217 0.98780487804878 1 0.00807159266466635 0.016197596709245 0.0157065847454275 0.00632269143704629 0.016938568417766 0.26576729261293 NA -0.0386308257396538 NA 0.161959642773932 NA 0.00280387760100441 NA 0.859203203203203 NA -0.0356116116116116 NA -0.993549537160345 -0.00541793888362439 -0.0205998167006116 0.00211671309740908 -0.0697660436259493 -0.0048120641876796 0.231958482048033 -0.000526764864981141 0.091972114481035 0.999566788735844 -0.992913454197786 0.00178810783510586
"1231095" 1000 10 0.0457965092773498 0.0141813229831609 0.505075 9 1.72580422476874e-06 104 0.95457644120944 0.901299340366667 NA NA 3144 382 28590 30284 30284 14095 382 0 0 0.169599380806301 0.0134373587416924 0 0.0129813405749121 0 28972 0.413990379381314 NA 0.453699223299102 0.0413148031523061 0.787839937391668 0 0.534031413612565 NA 0.988630663768601 0.978435517970402 NA NA 204 0 17739 0 9256 0 0.0105296056121323 0.0213854788269587 NA NA 17943 0 0.656686768357574 0 0 NA 0 NA NA NA NA NA 0.0131340291789241 0.0276406649073776 NA NA 0 0 0 0 0 0 0 0 0.989 0.011 0.837 0.163 0.999999258115867 -0.00121810004248745 0.00121810004248761 0.99999925811587 0.357997889788243 0.0859163235109629 0 0 0.049738219895288 0.0261780104712042 0.994600738846263 0.994734070563454 19 1531 10 854 0.987741935483871 0.988425925925926 0.00906234153187403 0.0191413487137318 0.0181369984536395 0.108620078041859 0.0605888612983327 0.263623308901998 NA -0.0626018683950277 NA 0.166076807783238 NA 0.00916357325535475 NA 0.868096096096096 NA 0.025001001001001 NA -0.977665941467043 0.000600303237424065 0.15423221747519 0.00614397301511453 -0.631300500448343 -0.00123742445272238 0.145873461704262 -0.00135056860129067 0.744276026261246 -0.996207026747032 0.661887672199955 -0.0851995899172461
"1231096" 1000 10 0.0539400730692607 0.0167015075247404 0.499265 9 1.50711357607909e-06 16 0.972302165746847 0.888281111144924 NA NA 3149 488 32688 33031 33031 16386 486 0 0 0.134199369848982 0.0140526448949245 0 0.0139573816433105 0 33176 0.427439703296312 NA 0.403550418027044 0.0394314653369924 0.770281277465869 0 0.54320987654321 NA 0.985279357644697 0.971989389920424 NA NA 264 0 17670 0 9161 0 0.0129884067089613 0.0258038429922089 NA NA 17934 0 0.559074819968266 0 0 NA 0 NA NA NA NA NA 0.0151920335575424 0.0302003249313352 NA NA 0 0 0 0 0 0 0 0 0.988 0.012 0.843 0.157 0.999990581386011 0.0043401773313585 -0.0043401773313582 0.999990581386012 0.143821959188771 0.0229689934211679 0 0 0.0102459016393443 0.00204918032786885 0.995987158908507 0.999001996007984 5 595 1 515 0.991666666666667 0.998062015503876 0.00920769091511509 0.0181758094586467 0.0184533676639751 0.0363114854143781 0.0314292688880752 0.312768340500339 NA -0.0621352019221001 NA 0.255652778334914 NA -0.00756787549900204 NA 0.846570570570571 NA 0.12205005005005 NA -0.981053649822618 -0.00410396812529421 0.026656011990986 0.00320135027720257 -0.0569091905452252 -0.0041770676169444 0.653842424994828 -0.00426748128845514 0.0853857678626898 0.999910985109531 0.996111916357875 0.00385404531549341
"1231097" 1000 10 0.0501720456402883 0.0165017635944713 0.499365 9 1.53040923142848e-06 25 0.972023304171284 0.896321533988943 NA NA 3131 469 32202 32548 32548 16257 467 0 0 0.0880368813771964 0.0133745801539686 0 0.0130569149342757 0 32671 0.428553579981013 NA 0.343269479898201 0.0448839020656897 0.772063139826432 0 0.550321199143469 NA 0.982809364548495 0.967525903462219 NA NA 257 0 14693 0 7657 0 0.0158150253702703 0.0321385447804956 NA NA 14950 0 0.470997108937688 0 0 NA 0 NA 1 NA NA NA 0.0140484770447598 0.0270628295107152 NA NA 2 0 0 0 0 0 0 0 0.98 0.02 0.84 0.16 0.999985116256902 -0.00545593847761805 0.00545593847761824 0.999985116256901 0.131679472648465 0 0 0 0.0149253731343284 0 0.994313566206336 1 7 561 0 509 0.987676056338028 1 0.00934252813589493 0.0183775084073049 0.0185003411513909 0.0345082118472043 0.0313095897151996 0.333174035713301 NA -0.0420931195978898 NA 0.155116954737859 NA -0.0108090553205483 NA 0.860252252252252 NA 0.0533573573573574 NA -0.989439148064139 0.00356541334701082 -0.0332265320045247 -0.0120825036531535 0.0872628481982768 -0.00533035464976012 -0.476777726918716 0.0110966842331724 -0.121106309917581 -0.999828930393562 0.991864086754018 0.002564915888596
"1231098" 1000 10 0.0480368492017037 0.0160277413812691 0.501054 6 6.40286848508132e-06 17 0.970856489219698 0.893208295762875 NA NA 1823 252 7557 7753 7753 3751 252 0 0 0.32017264163597 0.0160541506009724 0 0.0161421221380217 0 7809 0.414649707997497 NA 0.4411276100193 0.0500775287793815 0.819092315404055 0 0.547619047619048 NA 0.971452213487795 0.946407766990291 NA NA 138 0 4696 0 2437 0 0.0267542625902901 0.0527878953507682 NA NA 4834 0 0.64969341508931 0 0.0477474843135474 NA 0.0119047619047619 NA 0.934782608695652 NA 0.833333333333333 NA 0.0373961261904345 0.0760270592304575 NA NA 46 0 3 15 0 3 0.00399893361770195 0 0.992 0.008 0.826 0.174 0.999924660112253 0.0122749378569768 -0.012274937856977 0.999924660112254 0.320020724171767 0.0329879238917933 0 0 0.0753968253968254 0.0198412698412698 0.98356401384083 0.979253112033195 19 513 5 128 0.964285714285714 0.962406015037594 0.0252817834543824 0.0509141251878391 0.0515206745641121 0.136763529725407 0.0341242335377233 0.209897233306515 NA -0.0480602525248719 NA 0.215474289974322 NA 0.0251097447434666 NA 0.829801801801802 NA 0.117245245245245 NA -0.962915696855756 -0.0105606259969124 0.189399621655139 0.000539918341299545 -0.646015796071217 -0.0122340754720449 0.133193928197561 0.00916415686270207 0.795414386895601 0.997702621112165 0.588986824980082 0.0598926394277742
"1231099" 1000 10 0.0753006823500503 0.0249182572804933 0.478131 3 2.01905992569859e-06 29 0.924744961142777 0.857055922324658 NA NA 2948 369 24395 25004 25004 12232 369 0 0 0.126942890210993 0.0193012719937091 0 0.0209583714253549 0 24764 0.300190904256732 NA 0.224355587782859 0.192492940904828 0.644225569353356 0 0.303523035230352 NA 0.981286549707602 0.96822695035461 1 1 112 0 5873 4260 3413 2245 0.0209909978215608 0.0555408067573648 NA NA 5985 4260 0.27902223675605 0.183534990189666 0.169525882531015 NA 0.00542005420054201 NA 0.909090909090909 NA 0 NA 0.0145751443187554 0.029760370013489 NA NA 22 0 2 0 0 2 0 0 0.599 0.401 0.614 0.386 -0.942502932746293 0.334197878156987 -0.334197878156987 -0.942502932746295 0.337331050219788 0.00431139174447278 0 0 0.02710027100271 0.00542005420054201 0.987714987714988 0.995991983967936 10 252 2 245 0.961832061068702 0.991902834008097 0.012414372890978 0.0294086181421003 0.0202375036803332 0.0206017004578156 0.020029431000654 0.283820605377276 NA -0.0283758943640009 NA 0.126503608707471 NA 0.018471425056639 NA 0.817105105105105 NA 0.155871871871872 NA -0.923347205347641 0.319847540082544 -0.321783317530233 -0.915594195478223 -0.148108148083002 -0.108227867349031 0.0583497833843089 0.0178946496273228 0.469460713971792 -0.974721343792763 -0.882082419556058 -0.221602005100677
"1231100" 1000 10 0.0723530933774483 0.023737339352555 0.477924 2 1.93956321036503e-06 101 0.932853884828165 0.861004419586988 NA NA 3096 375 25404 26808 26808 12655 375 0 0 0.120270497371196 0.0173685591068716 0 0.0154814363660649 0 25779 0.329319731253868 NA 0.283079487801755 0.156527592811767 0.60268772884607 0 0.32 NA 0.986051377426479 0.97414907367514 1 1 120 0 8483 2391 4522 1164 0.017318967009003 0.0345793062055947 NA NA 8603 2391 0.357329118925326 0.091979454760964 0 NA 0 NA NA NA NA NA 0.0144496640525483 0.0277466429334866 NA NA 0 0 0 0 0 0 0 0 0.692 0.308 0.614 0.386 0.988502764050586 0.151202795821879 -0.151202795821879 0.988502764050585 0.207812649481153 0.070890453794751 0 0 0.0293333333333333 0.008 0.994396332144676 0.997601918465228 11 1047 3 715 0.989603024574669 0.995821727019499 0.0106259707832027 0.0217014061004204 0.0191918859679131 0.0827340971947847 0.056499407348874 0.325033868092692 NA -0.0443326893380191 NA 0.277170345661913 NA 0.0113421954045116 NA 0.812608608608609 NA 0.297813813813814 NA -0.939058132872959 -0.150980725370424 0.192771272261672 -0.784718509959103 -0.211211736404079 -0.104518249449003 0.417545772220272 0.484562856949881 0.416524702265819 0.996990326177673 0.905225694492695 -0.0351496136656611
"1231101" 1000 10 0.0705431426674765 0.0226950474825833 0.484711 5 1.5568079210387e-06 NA 0.961806816584726 0.86307531189796 NA NA 3324 513 31604 31948 31948 15810 511 0 1 0.0796059822152243 0.0148109853148376 0 0.0144812685671262 0 32117 0.339536028737544 NA 0.24710129081149 0.140566249603229 0.665304400243003 0 0.391389432485323 NA 0.977538185085355 0.958652057060161 1 1 200 0 8704 1649 4637 861 0.0239271160547055 0.0465125526125237 NA NA 8904 1649 0.293295382669197 0.0544592030360531 0 NA 0 NA NA NA NA NA 0.0169544798300803 0.0341046163302174 NA NA 0 0 0 0 0 0 0 0 0.735 0.265 0.821 0.179 0.999973375987612 -0.0072970758486332 0.00729707584863327 0.999973375987611 0.115361825337574 0.00611147724323591 0 0 0.0116959064327485 0.00194931773879142 0.995864920744314 0.999160369437448 6 704 1 571 0.991549295774648 0.998251748251748 0.0113279688761469 0.0232433379700408 0.0201993185356508 0.0445287792536369 0.0361163820366856 0.394930316797642 NA -0.0403806893947837 NA 0.288335535900522 NA -0.00934335305605689 NA 0.804061669794744 NA 0.116885118889361 NA -0.971321374583725 0.00875906314338847 0.0109406168715509 0.931299483050266 -0.0142603369374217 -0.00436432226068601 0.0512452343554365 0.00641215055750145 0.023492602030488 -0.99965896663897 0.984048076428142 0.00334456004535585
"1231102" 1000 10 0.0717497545664782 0.0235581251702009 0.479264 3 1.57942951006097e-06 24 0.958301891696006 0.863106086588076 NA NA 3293 522 31135 31461 31461 15505 522 0 0 0.0563931160466204 0.0174789190389543 0 0.0173069593670757 0 31657 0.281892461184056 NA 0.182881168340767 0.163767941345813 0.656046695529611 0 0.291187739463602 NA 0.964100141709967 0.94424064563463 1 1 152 0 4082 2868 2574 1460 0.0370529796118919 0.0808677193833435 NA NA 4234 2868 0.166010964205095 0.0941631731699452 0.151892123912369 NA 0.00574712643678161 NA 0.25 NA 0 NA 0.0172439319070995 0.0342240617114245 NA NA 4 0 3 0 0 3 0 0 0.559 0.441 0.55 0.45 0.990015959972037 0.140955308522411 -0.140955308522412 0.990015959972035 0.221661998822742 0 0 0 0.0191570881226054 0 0.990723562152134 1 10 409 0 563 0.976133651551313 1 0.016219305031943 0.0297681873231982 0.0210409229232449 0.0263785875524025 0.036310867462109 0.390967822594853 NA -0.021207704534034 NA 0.207703330971621 NA -0.00970390147577852 NA 0.834537371909699 NA 0.0419920340260811 NA -0.97110149039544 -0.131748293626298 -0.13490987588575 0.966704525700034 -0.0411671294129212 0.0320472877645689 0.010585059555947 -0.0562554619970199 0.178819300166145 -0.994068385158551 -0.982770548582409 -0.101902312876828
"1231103" 1000 10 0.0902885221845958 0.0360705706516731 0.464906 2 4.69968982047185e-06 21 0.9482320643835 0.840380270959281 NA NA 2249 325 10314 10523 10523 5124 325 0 0 0.159653414054827 0.0208789010779524 0 0.0208022056579545 0 10639 0.294628879166367 NA 0.232697141504787 0.217160869066183 0.666584828237107 0 0.350769230769231 NA 0.960375391032325 0.933177022274326 1 1 114 0 2763 2314 1592 1058 0.0412278229278683 0.0893257394280757 NA NA 2877 2314 0.310694769711163 0.20647931303669 0 NA 0 NA NA NA NA NA 0.030453431099767 0.0581461319044787 NA NA 0 0 0 0 0 0 0 0 0.574 0.426 0.571 0.429 0.900098760626396 0.435685920266912 -0.435685920266911 0.900098760626396 0.191466331164081 0.0474978511500723 0 0 0.0307692307692308 0.0246153846153846 0.965156794425087 0.977207977207977 10 113 8 136 0.91869918699187 0.944444444444444 0.0244556549662934 0.0484175111071672 0.0460864501251607 0.0220530835284934 0.0265417642466823 0.307806267806268 NA -0.0282651903061041 NA 0.267200630207939 NA 0.0287988219599383 NA 0.780976976976977 NA 0.0576256256256256 NA -0.792943408896205 -0.489007049459397 0.530839319868531 -0.734783558541056 -0.118987790114674 0.124346479479897 0.252206284337254 -0.490239708376255 0.659141366880676 -0.901223137530494 0.749913131333054 0.43076879822296
