"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut_prefilter" "num_neut_postfilter" "num_neut_neutralgenome" "num_causal_temp" "num_causal_sal" "num_multiallelic" "meanFst" "va_temp_total" "va_sal_total" "Va_temp_sample" "Va_sal_sample" "nSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "num_causal_sig_temp_corr" "num_causal_sig_sal_corr" "num_notCausal_sig_temp_corr" "num_notCausal_sig_sal_corr" "num_neut_sig_temp_corr" "num_neut_sig_sal_corr" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_num_neut_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "RDA1_propvar" "RDA2_propvar" "RDA1_propvar_corr" "RDA2_propvar_corr" "RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_Va_temp_prop" "RDA_Va_temp_prop_corr" "RDA_Va_sal_prop" "RDA_Va_sal_prop_corr" "RDA_TPR" "RDA_TPR_corr" "RDA_FDR_allSNPs" "RDA_FDR_allSNPs_corr" "num_RDA_sig_causal" "num_RDA_sig_neutral" "num_RDA_sig_causal_corr" "num_RDA_sig_neutral_corr" "RDA_FDR_neutSNPs" "RDA_FDR_neutSNPs_corr" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "RDA_AUCPR_neutSNPs_corr" "RDA_FPR_neutSNPs" "RDA_FPR_neutSNPs_corr" "RDA_RDAmutpred_cor_tempEffect" "RDA_RDAmutpred_cor_salEffect" "RDA_absRDAmutpred_cor_tempVa" "RDA_absRDAmutpred_cor_salVa" "RDA_RDAmutpred_cor_tempEffect_structcorr" "RDA_RDAmutpred_cor_salEffect_structcorr" "RDA_absRDAmutpred_cor_tempVa_structcorr" "RDA_absRDAmutpred_cor_salVa_structcorr" "RDA_cor_RDA20000temppredict_tempPhen" "RDA_cor_RDA20000salpredict_salPhen" "RDA_cor_RDA20000temppredict_tempPhen_structcorr" "RDA_cor_RDA20000salpredict_salPhen_structcorr" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal" "gwas_TPR_sal" "gwas_TPR_temp" "gwas_FDR_sal_neutbase" "gwas_FDR_temp_neutbase" "clinalparadigm_sal_proptop5GWASclines" "clinalparadigm_temp_proptop5GWASclines" "clinalparadigm_sal_propsigGWASclines" "clinalparadigm_temp_propsigGWASclines"
"1231094" 1000 10 0.0527260215831733 0.0197727321269728 0.500854 2 1.91842842343552e-06 39 0.954579022839886 0.8893387306096 NA NA 2628 310 25753 26587 26587 12867 310 0 0 0.180394882837485 0.0118500762477264 0 0.0135651855326938 0 26063 0.358043715172657 NA 0.382053087520551 0.0481689711015799 0.845160454588803 0 0.461290322580645 NA 0.989444936521996 0.979124087591241 NA NA 143 0 13405 0 6707 0 0.010640445955172 0.0214804653008919 NA NA 13548 0 0.521255926012279 0 0.278265024052841 NA 0.0225806451612903 NA 0.978978978978979 NA 0.926315789473684 NA 0.0133949473227252 0.026552374139642 NA NA 333 0 7 88 0 0 0.00683920105696744 0 0.985 0.015 0.765 0.235 0.999998170745553 0.00191272202573068 -0.00191272202573042 0.999998170745553 0.124824422318275 0 0 0 0.00645161290322581 0 0.991869918699187 1 2 118 0 200 0.983333333333333 1 0.00824972835954354 0.0164788285293389 0.0159769744049162 0.0091707468718427 0.0155436387658351 0.25662386470404 NA -0.0425183052046049 NA 0.171160686975321 NA 0.00295059347909104 NA 0.853087941029397 NA -0.0354174528703409 NA -0.993821867391885 -0.00242347261417999 -0.0204071673137298 -0.00168846956671716 0.0702796011745471 -0.00185145845502295 -0.237414910411224 -0.00282301121006028 -0.0923166353117436 0.999552600997857 0.992695832878648 0.00133989398277028 NA 0.229032258064516 NA 0.966791393826006 NA 0.655410590943975 NA 0.605030181086519
"1231095" 1000 10 0.0451992304737582 0.0154114509955808 0.505075 9 1.73052296403973e-06 104 0.95457644120944 0.900696097729367 NA NA 3144 382 28511 30284 30284 14060 382 0 0 0.169857968613089 0.0134373587416924 0 0.0127681422663828 0 28893 0.413816238143621 NA 0.453649781706677 0.0417587719650473 0.784642101768393 0 0.531413612565445 NA 0.988613417096702 0.976989344819769 NA NA 203 0 17625 0 8619 0 0.0105386832336934 0.0213055160931345 NA NA 17828 0 0.613015647226174 0 0 NA 0 NA NA 1 NA NA 0.0136701300568928 0.0278624854511752 NA NA 0 1 0 0 0 0 0 0 0.989 0.011 0.835 0.165 0.999997058005125 0.00242569187917755 -0.00242569187917748 0.999997058005126 0.356611080596941 0.017427369584449 0 0 0.0418848167539267 0.0157068062827225 0.995350188898576 0.996697853604843 16 1545 6 867 0.989750160153748 0.993127147766323 0.0089165313225566 0.0185711271900293 0.0182475195321014 0.109886201991465 0.0616642958748222 0.270933963631765 NA -0.0638370811309767 NA 0.169557459479654 NA 0.0115487730053752 NA 0.866174174174174 NA 0.0247047047047047 NA -0.976352063829481 -0.00285646534751545 0.15699462848449 0.00666305428519335 -0.64036018051715 -0.00231161860246498 0.161180615651409 -0.000199728026635344 0.754971991906438 0.996311302057447 0.650453389715837 0.0840157931313561 NA 0.327225130890052 NA 0.969674915089762 NA 0.53840830449827 NA 0.579408284023669
"1231096" 1000 10 0.0534890254816027 0.0202272051523668 0.499265 9 1.50861418700781e-06 22 0.972302165746847 0.887331953149172 NA NA 3149 482 32661 33031 33031 16379 480 0 0 0.133961014527921 0.0140526448949245 0 0.0137050136666219 0 33143 0.415703283910045 NA 0.402931923477 0.0384406549966853 0.78300612057856 0 0.541666666666667 NA 0.985458612975392 0.971101478270535 NA NA 260 0 17620 0 8737 0 0.0128608587593236 0.0254613231007343 NA NA 17880 0 0.533426949142194 0 0 NA 0 NA NA 1 NA NA 0.0142673024075514 0.0285176825850255 NA NA 0 1 0 0 0 0 0 0 0.988 0.012 0.842 0.158 0.999998216877368 0.0018884496507203 -0.00188844965072015 0.999998216877369 0.175059436545745 0 0 0 0.0103734439834025 0 0.995751911639762 1 5 526 0 458 0.990583804143126 1 0.00902512416967243 0.0178480064820032 0.0182026666708935 0.0321142926918615 0.0279626350815068 0.319977731045833 NA -0.0615614003799058 NA 0.25902728059865 NA -0.00674418310029624 NA 0.845861861861862 NA 0.129277277277277 NA -0.980649502196036 -0.00119308507065422 0.0228969104613836 -0.00225133856320988 -0.0516494365257093 -0.00192266079914209 -0.669559223163899 -0.0023784285944061 0.0760917121127647 0.999908128021997 0.996860890359452 0.00456719395148954 NA 0.327083333333333 NA 0.961669921875 NA 0.55307599517491 NA 0.55937687237867
"1231097" 1000 10 0.0544604990401573 0.0173132265368253 0.499365 9 1.53106531524635e-06 24 0.972023304171284 0.889529781219336 NA NA 3131 470 32187 32548 32548 16243 469 0 0 0.0871463295908543 0.0133745801539686 0 0.0130507716650058 0 32657 0.411261916102578 NA 0.3451512001503 0.0452933014624184 0.763129684427171 0 0.535181236673774 NA 0.983346602972399 0.966969338070799 1 NA 251 0 14821 1 7348 0 0.0156659117381739 0.0321980992876691 NA NA 15072 1 0.452379486548051 0 0 NA 0 NA 1 NA 1 NA 0.0131052880873957 0.0251376729562055 NA NA 6 0 0 2 0 0 0.000123129963676661 0 0.98 0.02 0.841 0.159 0.999970048286998 -0.00773967240280122 0.00773967240280147 0.999970048286997 0.133913533454307 0 0 0 0.0148936170212766 0 0.994181213632585 1 7 557 0 577 0.987588652482269 1 0.00921538880835704 0.0181275041683489 0.0182573363821686 0.03429169488395 0.0355229945207166 0.339711697920653 NA -0.0436039084946496 NA 0.141252523667215 NA -0.00681122782335606 NA 0.856600600600601 NA 0.0414974974974975 NA -0.98944378744172 0.00693363220502163 -0.0315995685240206 -0.0116950235259631 0.0904129098032625 -0.00766718193139917 -0.490640549564624 0.011008514979302 -0.123065376725484 -0.999827234231434 0.991654735921305 0.00458075835964104 NA 0.243070362473348 NA 0.94973544973545 NA 0.502143294549908 NA 0.477756286266925
"1231098" 1000 10 0.0509302907184845 0.0183258848411032 0.501054 6 6.39549756971092e-06 12 0.970856489219698 0.892141020327651 NA NA 1823 257 7561 7753 7753 3749 257 0 0 0.318133581205457 0.0160541506009724 0 0.0162297297706625 0 7818 0.39250220379707 NA 0.443220819975319 0.051413804445938 0.817167733141693 0 0.540856031128405 NA 0.971119883648452 0.944731610337972 NA NA 139 0 4674 0 2376 0 0.0269621925875974 0.0531215242642305 NA NA 4813 0 0.633769005068018 0 0.036107229710224 NA 0.00389105058365759 NA 0.95 NA 0.875 NA 0.0346317247859251 0.0667224820509235 NA NA 20 0 1 7 0 0 0.00186716457722059 0 0.991 0.009 0.816 0.184 0.999964008097055 0.00848425073148681 -0.00848425073148699 0.999964008097055 0.312309757315816 0.0363295534665842 0 0 0.0739299610894942 0.0155642023346304 0.985003946329913 0.983333333333333 19 583 4 122 0.96843853820598 0.968253968253968 0.0253584733804176 0.0509403698716019 0.0504636647617151 0.155508135502801 0.0325420112029875 0.206414348780589 NA -0.0500706769459761 NA 0.208977435120442 NA 0.0189431124874132 NA 0.829705705705706 NA 0.115399399399399 NA -0.962475337551629 -0.00641709044252053 0.186216523880725 0.00539977445803427 -0.641511907490427 -0.008355459536891 0.203618259237758 -0.0051028808612343 0.790347423249435 0.997648963974233 0.594795223543629 0.0602817816547735 NA 0.420233463035019 NA 0.917431192660551 NA 0.588235294117647 NA 0.631461509854965
"1231099" 1000 10 0.0755288161600949 0.0234183330284693 0.478131 3 2.02298106489723e-06 34 0.924744961142777 0.852546367224838 NA NA 2948 364 24352 25004 25004 12197 364 0 0 0.12616526924957 0.0193012719937091 0 0.0207247181203174 0 24716 0.297428681188534 NA 0.224309502241525 0.195314711451805 0.645973971513147 0 0.307692307692308 NA 0.981389165835826 0.957511380880121 1 1 112 0 5906 4344 2524 2133 0.0225535761575322 0.0617840058124592 NA NA 6018 4344 0.206936131835697 0.174879068623432 0.171631239629859 NA 0.00549450549450549 NA 0.866666666666667 NA 0 NA 0.0143771998047931 0.0292822377520147 NA NA 15 0 2 0 0 0 0 0 0.596 0.404 0.597 0.403 -0.936095746428099 0.351745296371136 -0.351745296371135 -0.936095746428102 0.341448667311219 0.00438512571794954 0 0 0.0274725274725275 0.00274725274725275 0.988925802879291 0.997955010224949 10 271 1 213 0.9644128113879 0.995327102803738 0.0143024240979212 0.0293086251476778 0.0198271820255714 0.0222185783389358 0.0174633106501599 0.286427863265122 NA -0.0269718837131232 NA 0.148335912059528 NA 0.0118447841808696 NA 0.810966966966967 NA 0.156108108108108 NA -0.918051472645011 0.333573860285364 -0.332667620019079 -0.910485583452322 0.144898835299859 -0.108366522680236 -0.0545064761803175 -0.0181967034210291 -0.476799721097603 -0.971264649574071 0.878289889315224 -0.236378957071507 NA 0.225274725274725 NA 0.938206480783723 NA 0.344660194174757 NA 0.309906291834003
"1231100" 1000 10 0.0731747619557868 0.0234533919450289 0.477924 2 1.93446047897241e-06 97 0.932853884828165 0.863603003255359 NA NA 3096 379 25468 26808 26808 12686 379 0 0 0.11996472303707 0.0173685591068716 0 0.0158288094500688 0 25847 0.334019844854698 NA 0.285304852557755 0.158160475265863 0.613963528331721 0 0.313984168865435 NA 0.986343814551297 0.972111553784861 1 1 119 0 8595 2443 4148 1298 0.016223700658089 0.0327979721141135 NA NA 8714 2443 0.326974617688791 0.102317515371275 0 NA 0 NA NA NA NA NA 0.0143226111379603 0.0274229062553685 NA NA 0 0 0 0 0 0 0 0 0.692 0.308 0.614 0.386 0.988974362423251 0.148086834220753 -0.148086834220754 0.988974362423251 0.211446766693263 0.00189051230139345 0 0 0.0263852242744063 0.0079155672823219 0.994747899159664 0.997532894736842 10 989 3 669 0.98998998998999 0.995535714285714 0.0105082426485348 0.0227298522263687 0.0193831188470376 0.0779599558568501 0.0527352987545326 0.337046809342324 NA -0.0434898624605495 NA 0.291575604342257 NA 0.00904193194434561 NA 0.809481481481481 NA 0.296840840840841 NA -0.940046429344908 -0.148377242689891 0.190847647835315 -0.791257065317376 0.214098690181968 -0.103218976221902 -0.434416274055955 0.493574292209658 -0.417008181052337 0.997010727052198 -0.904894660030528 -0.0337014548761117 NA 0.37467018469657 NA 0.954178767344305 NA 0.323279195668987 NA 0.328125
"1231101" 1000 10 0.0688697992963653 0.020055915696849 0.484711 5 1.55734130692082e-06 NA 0.961806816584726 0.864328581812112 NA NA 3324 515 31591 31948 31948 15799 511 0 1 0.0799124457122667 0.0148109853148376 0 0.0145114935353496 0 32106 0.33879434105217 NA 0.246475038352223 0.138322596932703 0.657784738531482 0 0.38747553816047 NA 0.97757136384232 0.954989770402364 1 1 198 0 8630 1601 4201 780 0.0242994228456017 0.0486922682036436 NA NA 8828 1601 0.265902905247168 0.0493702133046395 0 NA 0 NA NA NA NA NA 0.0169002556613231 0.0340964988991927 NA NA 0 0 0 0 0 0 0 0 0.737 0.263 0.854 0.146 0.999991468252405 -0.00413078956135175 0.00413078956135172 0.999991468252405 0.130433138422825 0 0 0 0.0155339805825243 0 0.994181818181818 1 8 659 0 494 0.988005997001499 1 0.0108510027874314 0.0215795663475449 0.0206425366731555 0.0417115007278942 0.031267801759605 0.404523268664047 NA -0.0403111864261694 NA 0.257091773060745 NA -0.0119067699359245 NA 0.810586586586586 NA 0.116464464464464 NA -0.972592660645072 0.00664891277220164 0.0167135599481869 0.825595085567752 0.0339427866588293 -0.00327305288093795 -0.038061410482681 -0.0208896728346864 -0.0511062728501163 -0.999673122156316 -0.994827388894136 0.000775044183735916 NA 0.0469667318982387 NA 0.762376237623762 NA 0.249688667496887 NA 0.222929936305732
"1231102" 1000 10 0.0762429422536461 0.0252887023967409 0.479264 3 1.57922996746786e-06 29 0.958301891696006 0.857431367042977 NA NA 3293 517 31144 31461 31461 15501 517 0 0 0.0565996977082092 0.0174789190389543 0 0.0172018302623658 0 31661 0.299078460651363 NA 0.183592279622689 0.16315612621888 0.635081897504178 0 0.272727272727273 NA 0.967361111111111 0.924274973147154 1 1 141 0 4179 2826 1721 1392 0.0372526290706558 0.0830221186615055 NA NA 4320 2826 0.111025095155151 0.0898006580220631 0.154028284182638 NA 0.00580270793036751 NA 0 NA 0 NA 0.0169026976085182 0.0336862920555541 NA NA 3 0 3 0 0 0 0 0 0.566 0.434 0.546 0.454 0.997773281052486 0.0666969236004124 -0.0666969236004125 0.997773281052486 0.225661694042835 0.038804079975368 0 0 0.0193423597678917 0.00193423597678917 0.990108803165183 0.999150382327952 10 378 1 575 0.974226804123711 0.998263888888889 0.0159443899617876 0.029378831585123 0.0208940409973359 0.024385523514612 0.0370943810076769 0.396137511201527 NA -0.0212039682273631 NA 0.215174502360908 NA -0.0105065242961782 NA 0.828188188188188 NA 0.0386586586586587 NA -0.97804992455144 -0.0610844247117126 -0.0647869219726668 0.973754396303567 0.0251236395882158 -0.018181465099299 -0.0051656567447638 0.0237802861969479 -0.091981012837527 0.998257194393482 0.994734640621702 0.0441208364637004 NA 0.00580270793036751 NA 0.25 NA 0.162981680353759 NA 0.6
"1231103" 1000 10 0.0865546591901078 0.0346441232926723 0.464906 2 4.70499670650231e-06 17 0.9482320643835 0.840781026557488 NA NA 2249 329 10298 10523 10523 5118 329 0 0 0.15977714381414 0.0208789010779524 0 0.0209685646928598 0 10627 0.307592350863794 NA 0.232016497236426 0.220423473328658 0.642166210554609 0 0.343465045592705 NA 0.96004243281471 0.917578409919767 1 1 113 0 2715 2416 1258 1291 0.041522793270684 0.092683855045034 NA NA 2828 2416 0.245799140289175 0.252246971473232 0 NA 0 NA NA NA NA NA 0.0308008297679828 0.0586686500845924 NA NA 0 0 0 0 0 0 0 0 0.577 0.423 0.581 0.419 0.861047843523499 0.508523953382269 -0.50852395338227 0.861047843523499 0.194838891144114 0.0275305513436771 0 0 0.033434650455927 0.0182370820668693 0.964052287581699 0.97979797979798 11 114 6 109 0.912 0.947826086956522 0.024363404011329 0.0507761074474369 0.0476442929790699 0.022274325908558 0.0212973817897616 0.304322040180888 NA -0.0268630105626563 NA 0.280322455709257 NA 0.0241499266434082 NA 0.789065065065065 NA 0.0593993993993994 NA -0.744548470075935 -0.550865054859741 -0.590069596600837 0.694197350582136 -0.134045460523784 0.144163474735627 0.261120175621111 -0.503093166369596 0.728308393736603 -0.873698320310367 -0.682870251951971 -0.484256773977489 NA 0.449848024316109 NA 0.92506329113924 NA 0.304511278195489 NA 0.270204479065239
