seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231453 13665 m2 0.188831 -0.0846239 0.52828 -0.227702 0.312556
1231453 27559 m2 0.0105481 -0.15279 0.237768 -0.24118 0.237906
1231453 13062 m2 0.0865564 0.406238 0.406508 0.482658 0.259811
1231453 20179 m2 0.0211479 -0.0277076 0.309014 0.051228 0.297287
1231453 27763 m2 0.0712513 0.379945 0.10079 0.222948 0.0441701
1231453 18901 m2 0.0120476 -0.201916 0.103965 -0.439791 -0.230966
1231453 13242 m2 0.227921 -0.158773 -0.453205 -0.0500744 -0.167451
1231453 22015 m2 0.0188211 -0.160021 -0.281845 -0.453651 -0.0176973
1231453 20848 m2 0.0200103 0.271884 0.292955 0.230981 0.0366742
1231453 20242 m2 0.114581 0.410938 -0.434422 0.233975 -0.307358
1231453 20525 m2 0.034333 -0.328456 0.0526218 -0.243608 0.0295646
1231453 17850 m2 0.0288004 -0.298841 -0.229216 -0.469123 0.129037
1231453 14353 m2 0.162151 -0.405988 0.236958 -0.242401 0.0913961
1231453 17778 m2 0.0424509 -0.161573 0.379283 -0.180734 0.444159
1231453 16464 m2 0.194467 -0.364853 -0.577887 -0.161935 -0.347393
1231453 15542 m2 0.282006 0.512347 -0.43352 0.352715 -0.132577
1231453 17262 m2 0.0203206 -0.209095 -0.00134805 -0.528478 -0.0418052
1231453 17400 m2 0.0122027 -0.00626925 -0.212783 0.253526 -0.340758
1231453 17422 m2 0.0192865 -0.158632 -0.140641 -0.650669 -0.157956
