seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231157 1738 m2 0.1662 0.339076 -0.656666 0.352257 -0.382467
1231157 2237 m2 0.05565 -0.147456 -0.468479 -0.0636991 -0.738264
1231157 1888 m2 0.10375 -0.047511 0.585164 0.0894319 0.462588
1231157 1769 m2 0.07935 0.293418 -0.566177 0.235428 -0.154733
1231157 1917 m2 0.35255 0.581095 0.523661 0.465686 0.293944
1231157 2623 m2 0.04365 -0.16333 0.246895 -0.143144 0.058163
1231157 2183 m2 0.0175 -0.221872 -0.0456935 -0.456539 -0.351906
1231157 2165 m2 0.0165 -0.220804 0.0334275 -0.564068 0.155803
1231157 2955 m2 0.03175 -0.197942 0.129018 -0.257005 0.197896
1231157 2231 m2 0.0319 -0.208699 0.295424 -0.75017 0.495979
1231157 2351 m2 0.1124 -0.0979813 -0.64558 -0.199489 0.285529
1231157 2320 m2 0.18615 0.160028 -0.448883 -0.0941595 -0.235729
1231157 2694 m2 0.0238 -0.218287 -0.210392 -0.38316 -0.579866
1231157 2702 m2 0.0186 -0.221953 0.19083 -0.531882 0.0954287
1231157 2544 m2 0.04385 -0.174536 -0.151476 -0.270404 -0.433527
