seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231158 1669 m2 0.0213833 -0.223474 0.147257 -0.310283 0.17759
1231158 1991 m2 0.0368004 -0.223675 0.0865432 -0.383753 0.489808
1231158 1993 m2 0.0210137 -0.227883 0.311036 -0.328836 0.464441
1231158 2036 m2 0.0631996 0.302367 -0.284033 0.468818 -0.468009
1231158 2277 m2 0.0561774 -0.223408 0.25411 -0.0854285 0.928367
1231158 2068 m2 0.0107709 -0.197375 -0.072378 -0.731072 -0.532013
1231158 2102 m2 0.030887 -0.223484 -0.253926 -0.427533 -0.218137
1231158 2082 m2 0.0110876 -0.204422 -0.0290677 -0.509042 -0.723061
1231158 2169 m2 0.142291 0.447865 -0.152154 0.43213 -0.114239
1231158 2300 m2 0.0371172 -0.209405 0.178077 -0.34843 -0.383515
1231158 2307 m2 0.0862724 -0.0484132 -0.357227 0.177798 -0.459877
1231158 2785 m2 0.0430834 0.33776 0.342917 -0.154758 -0.406729
1231158 2245 m2 0.0314678 -0.229774 -0.314382 -0.230735 -0.927794
1231158 2278 m2 0.115048 0.443727 0.476416 0.690454 0.368721
1231158 2264 m2 0.0139916 0.0990951 0.143569 0.113124 0.796066
1231158 2446 m2 0.0533263 0.364819 0.385422 -0.22921 0.487334
