seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231158 100 0.999966 0.999966 -4.55191e-15 -9.56384e-05 9.48043e-05 -0.0325095 0.0621229 NAN NAN
1231158 200 0.99982 0.99982 3.10862e-15 -0.0020308 0.00100073 0.171732 -0.0620395 NAN NAN
1231158 300 0.999961 0.999961 5.55112e-16 0.000338442 0.000266788 0.14942 -0.0742222 NAN NAN
1231158 400 0.999909 0.999909 7.43849e-15 0.000158374 0.000667222 0.117519 0.0969681 NAN NAN
1231158 500 0.999901 0.999901 -7.77156e-15 -0.000439403 -0.000619251 0.123153 -0.105531 NAN NAN
1231158 600 1 1 0 0 0 NAN NAN NAN NAN
1231158 700 0.99996 0.99996 1.11022e-15 -0.000306891 -5.3129e-05 0.0468882 0.0238399 NAN NAN
1231158 800 0.999929 0.999929 -1.88738e-15 0.000312358 8.50026e-06 -0.235763 0.171137 NAN NAN
1231158 900 0.99979 0.99979 3.33067e-16 -0.000854164 0.000751497 0.0035396 0.0127235 NAN NAN
1231158 1000 0.999995 0.999995 -2.22045e-16 -3.00651e-05 -1.94657e-07 -0.0369002 -0.0210672 NAN NAN
1231158 1100 0.99838 0.998377 2.68922e-06 0.000124514 -3.76049e-05 0.122346 0.0217179 0.0129955 0.000321305
1231158 1200 0.993507 0.993515 -8.18943e-06 0.000117227 4.95644e-05 -0.0884315 -0.161104 -0.0155805 -0.0303867
1231158 1300 0.984825 0.984824 9.44563e-07 -8.22625e-06 0.000129419 -0.148608 0.0711353 -0.0164618 0.0069516
1231158 1400 0.971818 0.97184 -2.18628e-05 0.000129887 -0.000244035 -0.147698 -0.0325971 -0.0148844 -0.00788606
1231158 1500 0.953705 0.953666 3.8255e-05 0.000208129 0.000557557 0.164241 0.0148271 0.0534466 -0.000742645
1231158 1600 0.928774 0.928799 -2.54232e-05 0.000171065 -9.56471e-06 -0.166083 0.0213471 -0.0212159 0.00396034
1231158 1700 0.894803 0.894157 0.000646151 -0.00226624 0.000767885 0.124039 0.0936115 0.0902778 0.0768671
1231158 1800 0.846317 0.844969 0.0013478 -0.00382326 0.00101337 0.0936661 0.0907679 0.112367 0.092924
1231158 1900 0.772324 0.770183 0.00214136 -0.00276875 0.00291255 0.120376 0.0872858 0.116595 0.0945762
1231158 2000 0.707641 0.582979 0.124662 0.136015 0.12879 0.687062 0.477271 0.551166 0.35493
1231158 2100 0.728644 0.560099 0.168546 0.125275 0.104925 0.78898 0.525822 0.633295 0.403097
1231158 2200 0.750833 0.55003 0.200803 0.130874 0.098839 0.81775 0.59329 0.677624 0.481997
1231158 2300 0.794113 0.529626 0.264486 0.156818 -0.0515037 0.864477 0.703959 0.760799 0.591336
1231158 2400 0.827789 0.527471 0.300319 0.183934 -0.101286 0.896499 0.738584 0.806887 0.653509
1231158 2500 0.833428 0.52629 0.307138 0.190413 -0.127347 0.90115 0.744443 0.816621 0.672809
1231158 2600 0.846809 0.514275 0.332534 0.208967 -0.0990543 0.916406 0.785848 0.837107 0.743301
1231158 2700 0.859938 0.512365 0.347573 0.217325 -0.0709002 0.919879 0.784192 0.871769 0.752357
1231158 2800 0.863662 0.506713 0.356949 0.233426 -0.0666039 0.911636 0.791757 0.88493 0.765912
1231158 2900 0.865822 0.510382 0.355439 0.225532 -0.0701892 0.912735 0.797417 0.884543 0.771306
1231158 3000 0.870201 0.509518 0.360683 0.233679 -0.0437537 0.919743 0.828821 0.881523 0.781502
