seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231203 544382 m2 0.010162 0.0961786 0.131103 0.0122361 0
1231203 181895 m2 0.0469318 0.160082 0.452147 0.0402341 0
1231203 585010 m2 0.0127148 0.255285 0.231566 0 -0.0384678
1231203 84910 m2 0.0405007 0.0856279 0.400092 0.0209584 0
1231203 141547 m2 0.0367207 0.105001 0.392992 0.0660337 0
1231203 711600 m2 0.0145803 0.300209 0.227629 -0.0367776 0
1231203 518945 m2 0.0238586 0.148159 0.162593 0 0.0227003
1231203 323808 m2 0.0484536 0.2759 0.448275 0 0.0167928
1231203 248732 m2 0.0164458 -0.00542934 0.343595 -0.0268529 0
1231203 350647 m2 0.0506136 0.214934 0.428597 0 0.0718915
1231203 479363 m2 0.0378989 0.119378 0.367485 0 0.0400554
1231203 403685 m2 0.0312224 0.139284 0.337463 0.107238 0
1231203 101526 m2 0.0599411 -0.00959819 0.448508 -0.0175251 0
1231203 272811 m2 0.0498773 0.215012 0.426541 0 0.0119428
1231203 272810 m2 0.0382916 0.119808 0.359425 0 0.0156429
1231203 746264 m2 0.0100638 0.132242 0.319233 0 -0.0159786
1231203 393131 m2 0.0442808 0.199993 0.416129 0 -0.0141418
1231203 542847 m2 0.0381443 0.101742 0.397039 0.0359775 0
1231203 493956 m2 0.0492391 0.212738 0.426359 0 0.0499717
1231203 416301 m2 0.0443299 0.197903 0.415595 0.0529515 0
1231203 728369 m2 0.0158076 0.152639 0.30938 -0.0404479 0
1231203 712133 m2 0.0185076 0.13419 0.330077 0 -0.0919712
1231203 424284 m2 0.0418753 0.0824203 0.404804 0 0.021712
1231203 521975 m2 0.0359352 0.128066 0.359745 0 0.0455822
1231203 119130 m2 0.0480118 -0.207472 0.356915 -0.0454768 0
1231203 496196 m2 0.0405007 0.0856279 0.400092 0 0.0399549
1231203 187680 m2 0.0198331 -0.216828 0.256099 0 -0.00740081
1231203 493187 m2 0.0382916 0.119808 0.359425 0 0.0180408
1231203 431961 m2 0.0381934 0.120144 0.359422 0 0.0319741
1231203 515571 m2 0.0307806 -0.217099 0.272781 0 0.0205834
1231203 691975 m2 0.0230241 0.146262 0.334508 0 -0.028661
1231203 374220 m2 0.0349043 0.130643 0.354872 0 0.0663421
1231203 434474 m2 0.0413844 0.083695 0.403111 -0.015111 0
1231203 493715 m2 0.0449681 0.0764928 0.413983 0 -0.0576599
1231203 318692 m2 0.0305842 -0.145462 0.27282 0.0260235 0
1231203 630241 m2 0.0108984 -0.151 0.222491 0.0326736 0
1231203 178607 m2 0.0337261 -0.213361 0.316433 0 -0.00982056
1231203 593368 m2 0.0146294 -0.147869 0.20829 -0.0250825 0
1231203 200863 m2 0.0347079 -0.149637 0.229837 0 0.0201379
1231203 669325 m2 0.0274423 0.144996 0.33902 0 0.0315615
1231203 579546 m2 0.0381934 0.120144 0.359422 -0.0486353 0
1231203 293194 m2 0.0412371 -0.213201 0.319801 0 0.0234799
1231203 286654 m2 0.0100147 -0.206856 0.235056 0 0.0495351
1231203 346547 m2 0.0382916 0.119808 0.359425 0.0118485 0
1231203 60013 m2 0.0393225 -0.215181 0.275462 0 0.0318579
1231203 640554 m2 0.0145803 -0.143767 0.221238 0 0.0473741
1231203 269214 m2 0.0345606 -0.148763 0.223781 -0.0585038 0
1231203 668560 m2 0.0100147 -0.198046 0.218591 -0.0128516 0
1231203 545147 m2 0.0119293 -0.0972429 0.225213 0.0269503 0
1231203 506847 m2 0.0223368 -0.151226 0.220931 0 0.0369163
1231203 633820 m2 0.0356897 0.0946574 0.390052 0 0.0462065
1231203 577561 m2 0.0306824 -0.146394 0.273889 0.00832126 0
1231203 98981 m2 0.0258223 -0.219765 0.26674 0 0.0627185
1231203 114455 m2 0.0381443 -0.21602 0.275293 -0.00188185 0
1231203 266907 m2 0.0404516 -0.213526 0.31975 0 0.010098
1231203 309727 m2 0.0407953 -0.221227 0.312062 0 0.073342
1231203 157464 m2 0.0412371 -0.213201 0.319801 0.0218271 0
1231203 124436 m2 0.0366716 -0.216558 0.275153 -0.00534999 0
1231203 80489 m2 0.0268041 0.150843 0.173338 0.00264145 0
1231203 665031 m2 0.0141384 -0.146357 0.222889 0 -0.0266832
1231203 228802 m2 0.042268 -0.214092 0.328499 -0.0507467 0
1231203 96218 m2 0.0448699 -0.219769 0.342286 -0.0157872 0
1231203 631831 m2 0.0136966 -0.20662 0.231526 0 -0.0361526
1231203 547185 m2 0.0248895 -0.205434 0.271943 0 -0.00674335
1231203 428101 m2 0.0433972 0.0787492 0.409804 0.0217204 0
1231203 419631 m2 0.0125675 -0.204752 0.228549 -0.0340147 0
1231203 642612 m2 0.0148257 -0.149014 0.211389 0 -0.000314325
1231203 296317 m2 0.0354934 -0.160076 0.261481 0.0161093 0
1231203 10375 m2 0.0132057 -0.19341 0.16106 0 0.0239255
1231203 531761 m2 0.0159548 -0.210383 0.239012 -0.096554 0
1231203 704136 m2 0.0292096 0.13261 0.346761 0.00955903 0
1231203 392845 m2 0.0329406 -0.221764 0.310425 0.0192457 0
1231203 30175 m2 0.0396171 0.128448 0.213725 0 -0.0131202
1231203 291945 m2 0.0236132 -0.216739 0.264948 0.00262993 0
1231203 61779 m2 0.0309769 -0.218681 0.267839 -0.0158904 0
1231203 19610 m2 0.0419244 0.139145 0.245776 0.0144726 0
1231203 384589 m2 0.0122239 -0.137049 0.293297 0 0.0476252
1231203 476871 m2 0.0104075 -0.196839 0.221631 -0.0928595 0
1231203 677626 m2 0.0153166 -0.151226 0.220938 0 0.0532322
1231203 93661 m2 0.0102602 0.0738282 0.150745 -0.00623682 0
1231203 398999 m2 0.039028 -0.215417 0.275424 0 0.0121241
1231203 77362 m2 0.0164948 -0.21494 0.274903 0 0.0286413
1231203 19604 m2 0.0432499 0.133387 0.246681 0.0523567 0
1231203 57523 m2 0.0496809 0.397794 -0.309479 0 -0.0378755
1231203 482666 m2 0.0113402 -0.201036 0.221144 0 -0.0174217
1231203 210761 m2 0.0287678 0.110743 0.217527 0 0.0652677
1231203 498231 m2 0.0186058 0.103101 0.18116 0.0293951 0
1231203 351113 m2 0.0102602 0.0738282 0.150745 -0.00871266 0
1231203 203123 m2 0.0196367 0.147986 0.16224 0 0.0105352
1231203 275308 m2 0.0451645 -0.213042 0.347112 -0.10172 0
1231203 705880 m2 0.014433 0.148477 0.174012 -0.0236466 0
1231203 330853 m2 0.0384389 -0.152027 0.287485 0 0.0365445
1231203 19597 m2 0.0437899 -0.199555 0.280719 0 0.0320043
1231203 224230 m2 0.0175749 0.0919468 0.170083 0 0.0677581
1231203 590783 m2 0.0164458 -0.215032 0.274857 0 0.027798
1231203 687227 m2 0.0147766 -0.14711 0.22326 0 0.00349049
1231203 353666 m2 0.0361316 -0.194112 0.264575 -0.0751266 0
1231203 195575 m2 0.0481591 -0.177994 0.307715 -0.072148 0
1231203 400547 m2 0.0357388 -0.216861 0.274992 -0.0328604 0
1231203 33030 m2 0.072705 -0.103168 0.368068 0 0.0531035
1231203 166756 m2 0.0426608 0.151336 0.214142 0 0.0721738
1231203 647774 m2 0.0149239 -0.146287 0.222852 0 -0.0444869
1231203 23662 m2 0.112322 -0.0550806 0.273724 -0.0640994 0
1231203 202097 m2 0.0110947 0.0569337 0.184687 -0.00102554 0
1231203 206124 m2 0.022435 0.0844129 0.213003 0 -0.0121657
1231203 118560 m2 0.0124202 0.0608645 0.185917 0 0.0209339
1231203 394838 m2 0.0297987 0.149168 0.174077 0.0560919 0
