seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231102 100 14.2978 14.2978 -8.56204e-13 0 -0.000215694 NAN 0.0948211 NAN NAN
1231102 200 13.5995 13.5995 -2.5171e-12 0 -7.62946e-05 NAN -0.0105446 NAN NAN
1231102 300 12.9 12.9 2.4194e-12 0 -1.58065e-05 NAN 0.108224 NAN NAN
1231102 400 12.1989 12.1989 1.97709e-12 0 -9.23002e-05 NAN 0.144866 NAN NAN
1231102 500 11.4983 11.4983 8.88178e-15 0 -0.000167815 NAN 0.16088 NAN NAN
1231102 600 10.7974 10.7974 -1.73017e-12 0 -0.000105994 NAN 0.0578992 NAN NAN
1231102 700 10.0991 10.0991 -1.36247e-12 0 3.69301e-05 NAN -0.209419 NAN NAN
1231102 800 9.39843 9.39843 9.53904e-13 0 5.89193e-05 NAN -0.0627961 NAN NAN
1231102 900 8.69952 8.69952 1.46905e-12 0 -7.99341e-05 NAN -0.198946 NAN NAN
1231102 1000 8 8 -1.59872e-14 0 4.83082e-06 NAN 0.08557 NAN NAN
1231102 1100 7.24011 7.24018 -7.18798e-05 0 0.000136535 NAN -0.0836331 NAN -0.00830027
1231102 1200 6.39097 6.3909 7.51059e-05 0 -4.59255e-05 NAN 0.0936134 NAN 0.009737
1231102 1300 5.51434 5.48419 0.0301502 0 -0.00473324 NAN 0.336673 NAN 0.238574
1231102 1400 4.9126 4.35603 0.556566 0 -0.0314152 NAN 0.906192 NAN 0.74124
1231102 1500 4.26267 3.37042 0.892249 0 0.00104354 NAN 0.96684 NAN 0.847851
1231102 1600 3.57292 2.59786 0.975068 0 0.0265361 NAN 0.953588 NAN 0.884004
1231102 1700 2.94303 1.89563 1.0474 0 0.02034 NAN 0.975248 NAN 0.927771
1231102 1800 2.29903 1.31773 0.981303 0 -0.00939247 NAN 0.992058 NAN 0.955545
1231102 1900 1.62429 0.863662 0.760632 0 -0.00312891 NAN 0.995584 NAN 0.962155
1231102 2000 0.954367 0.462146 0.49222 0 -0.00774702 NAN 0.995931 NAN 0.969147
1231102 2100 0.957997 0.457123 0.500874 0 -0.00598477 NAN 0.997319 NAN 0.972435
1231102 2200 0.962271 0.45759 0.50468 0 -0.00364223 NAN 0.997052 NAN 0.975287
1231102 2300 0.962486 0.457445 0.505042 0 -0.00228175 NAN 0.997124 NAN 0.975379
1231102 2400 0.963188 0.455124 0.508064 0 0.00443834 NAN 0.997048 NAN 0.976414
1231102 2500 0.9623 0.457511 0.504789 0 2.21051e-05 NAN 0.997029 NAN 0.975034
1231102 2600 0.964437 0.459995 0.504442 0 0.000805555 NAN 0.997196 NAN 0.976411
1231102 2700 0.963917 0.456817 0.5071 0 -0.00357143 NAN 0.996868 NAN 0.97638
1231102 2800 0.964243 0.457601 0.506642 0 -0.000582522 NAN 0.996998 NAN 0.976738
1231102 2900 0.965214 0.459644 0.505569 0 -0.00164328 NAN 0.997299 NAN 0.977083
1231102 3000 0.967471 0.457343 0.510128 0 -0.00551273 NAN 0.997399 NAN 0.978809
