seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231224 100 0.995442 0.995442 2.09832e-14 -0.00158845 0.00522267 0.209964 -0.0352891 NAN NAN
1231224 200 0.991581 0.991581 9.99201e-15 -0.00301334 0.0111818 0.0476671 -0.227243 NAN NAN
1231224 300 0.990125 0.990125 1.22125e-15 0.00310612 0.0134904 -0.162816 -0.0503053 NAN NAN
1231224 400 0.988527 0.988527 3.69704e-14 -0.016786 -0.00217192 -0.133903 0.3757 NAN NAN
1231224 500 0.986051 0.986051 2.22045e-14 -0.0153346 -0.000615217 -0.0764766 0.230926 NAN NAN
1231224 600 0.984984 0.984984 8.54872e-15 -0.0273441 -0.00160219 0.154271 -0.336457 NAN NAN
1231224 700 0.98583 0.98583 -7.32747e-15 -0.0130936 -0.00234653 0.0900028 0.0018385 NAN NAN
1231224 800 0.983483 0.983483 1.44329e-14 -0.0101324 0.000595485 0.118471 0.0532358 NAN NAN
1231224 900 0.982064 0.982064 -2.4758e-14 -0.0152753 -0.00496875 0.0963042 -0.147657 NAN NAN
1231224 1000 0.981568 0.981568 2.29816e-14 -0.0116034 -0.00359627 0.144081 -0.0697153 NAN NAN
1231224 1100 0.979952 0.974666 0.00528598 -0.0076749 -0.00196742 -0.175852 0.700433 -0.0109706 0.296655
1231224 1200 0.978289 0.951763 0.0265262 -0.0291582 -0.00943313 0.389686 0.910143 0.266799 0.52492
1231224 1300 0.975447 0.912218 0.0632296 -0.0150311 -0.00166849 0.769208 0.946482 0.425692 0.681187
1231224 1400 0.969719 0.862461 0.107258 0.0193933 0.00266624 0.850603 0.965802 0.563274 0.769133
1231224 1500 0.965765 0.8015 0.164265 0.0188299 -0.0127244 0.928305 0.975457 0.696903 0.834709
1231224 1600 0.961443 0.729989 0.231455 0.0035972 -0.00944117 0.957272 0.981335 0.796992 0.874617
1231224 1700 0.958111 0.649791 0.308321 0.0038147 -3.68819e-05 0.977127 0.988642 0.831607 0.895307
1231224 1800 0.95109 0.553504 0.397586 0.0225241 -0.00767102 0.983289 0.992098 0.870423 0.916898
1231224 1900 0.941928 0.446049 0.495879 0.0180774 -0.00337799 0.989037 0.992937 0.901767 0.928
1231224 2000 0.928087 0.32985 0.598237 -0.00501464 -0.00961745 0.995212 0.994871 0.927211 0.937729
1231224 2100 0.927515 0.327017 0.600498 0.00286437 -0.0159872 0.993314 0.994603 0.928808 0.936116
1231224 2200 0.923029 0.327477 0.595552 -0.00835036 0.00845863 0.992712 0.993565 0.927716 0.935785
1231224 2300 0.923308 0.32874 0.594568 0.00420893 0.0063312 0.995486 0.993822 0.926631 0.92903
1231224 2400 0.923138 0.327087 0.59605 0.00102792 -0.000996064 0.994403 0.994844 0.928094 0.92896
1231224 2500 0.925312 0.325107 0.600205 0.0105895 -0.0066662 0.995289 0.995449 0.930515 0.929128
1231224 2600 0.917409 0.326889 0.590519 0.00566823 -0.0187667 0.995516 0.990901 0.926909 0.922718
1231224 2700 0.918187 0.320892 0.597295 0.0167507 0.0154428 0.994658 0.993681 0.926433 0.925927
1231224 2800 0.918525 0.326658 0.591868 0.0203989 0.000953284 0.991959 0.996209 0.926631 0.927307
1231224 2900 0.917504 0.325505 0.591999 0.0169297 0.00142697 0.993007 0.995484 0.926118 0.925714
1231224 3000 0.91643 0.326207 0.590223 -0.00410063 0.0140495 0.990796 0.995438 0.922387 0.926387
