seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231169 487739 m2 0.0503486 -0.0205746 0.665313 0 -0.00593946
1231169 687253 m2 0.0126992 -0.100189 0.478843 0 -0.0246216
1231169 121505 m2 0.0285857 -0.0751808 0.432537 0 0.00353074
1231169 633139 m2 0.0108566 -0.0924976 0.471433 0 -0.0297411
1231169 438821 m2 0.0878984 0.0335975 0.756066 0 -0.0256941
1231169 674684 m2 0.0218127 -0.0226386 0.540394 0 0.00516247
1231169 421505 m2 0.0841633 -0.019656 0.73299 0 0.0303727
1231169 348049 m2 0.166235 0.0413352 0.856492 0 0.0432477
1231169 174644 m2 0.196813 0.0112114 0.837796 0 0.0738375
1231169 705323 m2 0.013496 0.0199854 0.538033 0 0.0249729
1231169 486972 m2 0.0297809 -0.0481526 0.46356 0 0.0317518
1231169 190463 m2 0.169472 0.0714315 0.463185 0 0.0306595
1231169 178998 m2 0.129482 0.02885 0.783102 0 0.00675334
1231169 664008 m2 0.0146912 0.0239208 0.412639 0 0.0136365
1231169 511128 m2 0.0515438 -0.014847 0.669218 0 -0.0513009
1231169 502270 m2 0.0201693 -0.111407 0.390544 0 -0.0147085
1231169 331023 m2 0.0822709 -0.00555957 0.714917 0 0.0714233
1231169 360951 m2 0.0284861 -0.106568 0.288973 0 0.0157576
1231169 254017 m2 0.0789343 -0.0303312 0.731089 0 0.0405677
1231169 334594 m2 0.0151892 -0.228799 0.264517 0 -0.0240833
1231169 380630 m2 0.0280378 -0.0180664 0.534325 0 0.0315719
1231169 662250 m2 0.0104084 0.00586361 0.387714 0 0.00345492
1231169 545966 m2 0.0115538 0.0839667 0.492343 0 0.0316081
1231169 356176 m2 0.118526 0.0209123 0.822118 0 -0.012319
1231169 295884 m2 0.0864044 0.00792237 0.712805 0 0.0976337
1231169 449223 m2 0.0468127 0.0287155 0.360076 0 0.0292206
1231169 573249 m2 0.0286853 0.0826754 0.651794 0 0.0322393
1231169 605302 m2 0.013247 -0.0389643 0.310463 0 0.0134839
