seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231175 100 14.2114 14.2114 6.83897e-13 0 -0.00201424 NAN 0.0572509 NAN NAN
1231175 200 13.4592 13.4592 -3.16192e-13 0 -0.00346508 NAN 0.0646234 NAN NAN
1231175 300 12.7335 12.7335 1.43885e-13 0 -0.00304291 NAN 0.0264419 NAN NAN
1231175 400 12.0124 12.0124 7.4607e-14 0 0.00957023 NAN -0.186301 NAN NAN
1231175 500 11.3419 11.3419 -3.35731e-13 0 0.0017888 NAN 0.0439092 NAN NAN
1231175 600 10.6202 10.6202 -7.99361e-14 0 -0.0016896 NAN -0.166495 NAN NAN
1231175 700 9.93169 9.93169 -3.97904e-13 0 0.00207576 NAN 0.0364464 NAN NAN
1231175 800 9.24048 9.24048 2.93099e-13 0 0.00182573 NAN -0.0529083 NAN NAN
1231175 900 8.53886 8.53886 -3.55271e-15 0 0.00606635 NAN -0.250007 NAN NAN
1231175 1000 7.85339 7.85339 -4.79616e-14 0 0.000561765 NAN -0.171275 NAN NAN
1231175 1100 7.15149 7.07095 0.0805392 0 0.00210126 NAN 0.757885 NAN 0.368736
1231175 1200 6.44685 6.16216 0.284693 0 0.0115843 NAN 0.905195 NAN 0.593824
1231175 1300 5.76518 5.1518 0.613381 0 0.00787606 NAN 0.974429 NAN 0.76657
1231175 1400 5.05705 4.17941 0.877636 0 0.000312752 NAN 0.970017 NAN 0.8496
1231175 1500 4.36573 3.24429 1.12143 0 -0.00933779 NAN 0.985017 NAN 0.885659
1231175 1600 3.6703 2.53228 1.13802 0 0.0111995 NAN 0.991355 NAN 0.906086
1231175 1700 2.98336 1.8681 1.11526 0 0.0107057 NAN 0.992364 NAN 0.921411
1231175 1800 2.30574 1.31848 0.987263 0 0.010042 NAN 0.994128 NAN 0.932974
1231175 1900 1.6273 0.848428 0.778874 0 0.000966192 NAN 0.995637 NAN 0.942415
1231175 2000 0.957819 0.457937 0.499883 0 -0.00685596 NAN 0.996689 NAN 0.950398
1231175 2100 0.95524 0.45912 0.496119 0 0.00394011 NAN 0.996858 NAN 0.95015
1231175 2200 0.952678 0.455885 0.496794 0 -0.00639658 NAN 0.995967 NAN 0.951603
1231175 2300 0.954915 0.458331 0.496584 0 0.000261441 NAN 0.996294 NAN 0.949561
1231175 2400 0.957414 0.454954 0.50246 0 0.00137357 NAN 0.996744 NAN 0.951518
1231175 2500 0.953299 0.4584 0.4949 0 0.00104323 NAN 0.996747 NAN 0.94955
1231175 2600 0.954793 0.458142 0.49665 0 -0.00130186 NAN 0.996644 NAN 0.949514
1231175 2700 0.9518 0.457551 0.494249 0 -0.00156138 NAN 0.995351 NAN 0.949165
1231175 2800 0.953174 0.456401 0.496772 0 -0.00636445 NAN 0.995038 NAN 0.948177
1231175 2900 0.949587 0.456688 0.492899 0 -0.00271361 NAN 0.995748 NAN 0.945312
1231175 3000 0.948995 0.45852 0.490475 0 0.00532454 NAN 0.995726 NAN 0.94799
