seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231125 100 0.999838 0.999838 -4.25215e-14 4.40261e-05 0.00347609 0.0341513 -0.293137 NAN NAN
1231125 200 0.999983 0.999983 9.99201e-16 -1.42121e-05 -0.000196046 0.0552684 0.0519545 NAN NAN
1231125 300 0.999979 0.999979 -3.66374e-15 0.00013767 0.000137725 -0.157459 0.199968 NAN NAN
1231125 400 0.999828 0.999828 -7.21645e-15 -2.59686e-05 -0.000545988 0.0174955 0.100504 NAN NAN
1231125 500 0.999967 0.999967 3.9857e-14 0.000529457 3.16486e-05 0.134902 0.0122154 NAN NAN
1231125 600 0.999987 0.999987 -4.77396e-15 0.000424133 -2.0412e-05 -0.262439 0.0883913 NAN NAN
1231125 700 0.999983 0.999983 6.32827e-15 0.000381466 -1.44872e-06 -3.62087e-05 -0.223814 NAN NAN
1231125 800 0.999977 0.999977 1.72085e-14 -6.3651e-05 0.000291425 -0.142258 0.154652 NAN NAN
1231125 900 0.999923 0.999923 -3.04201e-14 0.000200717 0.000639842 0.00203084 0.419974 NAN NAN
1231125 1000 0.999715 0.999715 -1.93179e-14 -0.000589816 0.00230221 0.0332287 -0.123349 NAN NAN
1231125 1100 0.998894 0.998893 1.15472e-06 -0.000445628 0.000108484 0.0571367 -0.0298287 0.00364119 -0.0263223
1231125 1200 0.995446 0.995424 2.24939e-05 -0.00053567 0 0.18186 NAN 0.0380218 NAN
1231125 1300 0.98927 0.989246 2.43604e-05 -0.000411925 0 0.11222 NAN 0.0249077 NAN
1231125 1400 0.97956 0.979584 -2.32656e-05 0.000234833 5.27791e-06 -0.192092 0.0174955 -0.0311951 -0.006312
1231125 1500 0.965491 0.965419 7.16171e-05 0.000127917 0.000420252 0.142331 0.0775949 0.0303872 -0.0142649
1231125 1600 0.945506 0.944518 0.000987261 -0.00511915 0.000816738 0.230165 0.427686 0.0642744 0.0669979
1231125 1700 0.920899 0.911044 0.00985432 -0.0125844 0.0505698 0.257778 0.5492 0.102798 0.481019
1231125 1800 0.886697 0.854118 0.0325798 -0.0024113 0.133812 0.433994 0.738836 0.287341 0.682221
1231125 1900 0.852088 0.733452 0.118636 0.0789253 0.206889 0.797602 0.819918 0.605398 0.793776
1231125 2000 0.811647 0.56485 0.246796 0.0941041 0.226112 0.936507 0.869075 0.769883 0.834905
1231125 2100 0.818747 0.549964 0.268783 0.0617477 0.237935 0.958835 0.891456 0.78775 0.848045
1231125 2200 0.821185 0.546902 0.274283 0.0587183 0.24238 0.953591 0.905852 0.793275 0.855934
1231125 2300 0.829086 0.546243 0.282843 0.046902 0.175287 0.964393 0.902458 0.794002 0.857885
1231125 2400 0.838811 0.543935 0.294875 -0.0052214 0.181497 0.978618 0.893907 0.795256 0.856149
1231125 2500 0.841534 0.54027 0.301264 0.0168326 0.198423 0.984034 0.897707 0.79934 0.858915
1231125 2600 0.84265 0.540513 0.302138 0.0140842 0.208175 0.982484 0.89177 0.812311 0.852398
1231125 2700 0.847497 0.534016 0.313482 0.0094351 0.116529 0.983471 0.892255 0.810996 0.860768
1231125 2800 0.850638 0.538875 0.311764 0.0147972 0.184478 0.976875 0.911508 0.808491 0.859227
1231125 2900 0.846677 0.538685 0.307993 -0.00228083 0.202557 0.981625 0.901639 0.80533 0.856686
1231125 3000 0.856918 0.543818 0.313099 -7.29541e-05 0.17923 0.974854 0.915851 0.813445 0.859477
