seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231234 100 0.998998 0.998998 -2.03171e-14 -0.00107179 -0.0016534 -0.0164488 -0.051976 NAN NAN
1231234 200 0.998081 0.998081 5.29576e-14 -0.000691953 -0.00502697 0.234997 -0.0517317 NAN NAN
1231234 300 0.997014 0.997014 -4.11893e-14 0.0107496 -0.011033 -0.0670756 -0.236511 NAN NAN
1231234 400 0.996348 0.996348 2.27596e-14 0.00194391 0.00795998 -0.510979 -0.0930565 NAN NAN
1231234 500 0.995172 0.995172 -3.20854e-14 0.0044665 0.0325342 -0.271673 0.0485861 NAN NAN
1231234 600 0.993718 0.993718 -1.28786e-14 -0.00476996 0.0263728 -0.432386 0.220227 NAN NAN
1231234 700 0.993011 0.993011 1.84297e-14 -0.00152396 0.030871 -0.48693 0.386906 NAN NAN
1231234 800 0.992048 0.992048 6.21725e-15 0.0330589 0.0217596 -0.47349 0.423641 NAN NAN
1231234 900 0.991678 0.991678 -1.69864e-14 0.00883751 0.0186846 -0.411888 -0.0235584 NAN NAN
1231234 1000 0.990958 0.990958 8.99281e-15 0.0192016 -0.0168982 -0.315125 0.0168709 NAN NAN
1231234 1100 0.989613 0.988697 0.00091596 0.0020706 -0.0165701 0.199317 0.342692 0.0570557 0.145309
1231234 1200 0.987199 0.982419 0.00477967 -0.00529226 0.000282509 0.64372 0.428148 0.269527 0.226528
1231234 1300 0.985732 0.974012 0.0117196 0.0134038 0.0111973 0.782314 0.672069 0.400639 0.32979
1231234 1400 0.983758 0.957246 0.0265125 -0.0195144 0.00981435 0.895888 0.791849 0.569708 0.453865
1231234 1500 0.98113 0.934386 0.046744 0.000203989 0.0013162 0.927464 0.829232 0.649998 0.575553
1231234 1600 0.978373 0.903805 0.0745684 -0.000743146 -0.0133152 0.95009 0.928271 0.718012 0.707737
1231234 1700 0.976141 0.855788 0.120353 0.0172517 0.0127021 0.977545 0.937102 0.80686 0.760436
1231234 1800 0.970599 0.781771 0.188828 0.00138507 0.0318693 0.983176 0.937981 0.857725 0.763702
1231234 1900 0.964007 0.688772 0.275234 0.00965544 -0.00132965 0.98723 0.955612 0.880134 0.820985
1231234 2000 0.950881 0.544574 0.406307 -0.01075 -0.0158987 0.994704 0.963508 0.915522 0.839725
1231234 2100 0.952646 0.544846 0.4078 0.00417935 -0.00152047 0.992976 0.973456 0.917243 0.850689
1231234 2200 0.95445 0.537758 0.416692 0.000236289 0.00854205 0.994776 0.973689 0.918238 0.848647
1231234 2300 0.95497 0.540681 0.414288 0.0106071 0.0217861 0.993588 0.986905 0.914971 0.869023
1231234 2400 0.956911 0.534101 0.42281 0.0219611 0.000928455 0.995289 0.97833 0.92093 0.856225
1231234 2500 0.95614 0.531929 0.424211 0.00951934 -0.00403777 0.995207 0.976705 0.920215 0.852547
1231234 2600 0.952561 0.535556 0.417005 0.0044814 0.00965043 0.992029 0.976082 0.916258 0.853056
1231234 2700 0.955454 0.539634 0.415819 0.0105621 0.0672875 0.9946 0.974714 0.919304 0.847494
1231234 2800 0.955841 0.538948 0.416893 0.000446101 0.0174127 0.995152 0.981701 0.920597 0.858434
1231234 2900 0.953133 0.53662 0.416513 -0.0102198 -0.000808246 0.992968 0.977605 0.920464 0.838087
1231234 3000 0.950639 0.532268 0.418371 -0.000423348 -0.0285278 0.991789 0.980769 0.912951 0.861419
