seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231238 513401 m2 0.0144027 0.226502 0.260709 0.0242513 0.00849309
1231238 58329 m2 0.0144509 0.226192 0.260338 -0.082898 -0.0459999
1231238 619457 m2 0.0120424 0.215097 0.242035 0.0576114 0.00605286
1231238 617314 m2 0.0112235 0.208957 0.237714 0.100915 -0.0658661
1231238 217114 m2 0.0213873 0.268335 0.30145 0.00692255 0.0495749
1231238 696562 m2 0.0102119 0.25032 0.295417 0.00743794 0.0465187
1231238 731563 m2 0.01079 0.208219 0.238109 -0.0046236 0.0308604
1231238 600189 m2 0.0229769 0.296915 0.323244 0.02766 -0.0149434
1231238 419511 m2 0.0157514 0.232077 0.282092 0.00451406 0.0103452
1231238 660654 m2 0.0163295 0.234449 0.284852 0.0106703 -0.0165142
1231238 697899 m2 0.0100193 -0.276036 0.33394 -0.0076885 -0.083796
1231238 208035 m2 0.122013 -0.529039 0.369732 0.00277529 0.0774019
1231238 397279 m2 0.0114162 -0.1815 0.262068 0.00656539 -0.063304
1231238 624766 m2 0.0258671 -0.218607 0.329705 0.0160432 0.0724509
1231238 43920 m2 0.0223988 -0.195522 0.295454 0.0664083 0.0447252
1231238 417397 m2 0.131021 0.0766157 0.354574 0.00472974 0.0452573
1231238 326960 m2 0.0595857 -0.128018 0.320381 -0.000108034 0.0036882
1231238 423156 m2 0.107129 0.19252 0.485389 0.0579416 0.0596848
1231238 151379 m2 0.110549 0.139343 0.402798 0.077665 -0.0840078
1231238 37488 m2 0.302119 -0.280075 0.330939 -0.000276567 -0.0237473
1231238 173860 m2 0.0234586 -0.34117 0.355357 0.0648676 -0.00903728
1231238 187802 m2 0.127457 0.244315 0.530186 0.0016419 0.045985
1231238 526051 m2 0.0102601 -0.228933 0.323664 -0.0118452 0.0828365
1231238 323317 m2 0.0103565 -0.0783231 0.25375 -0.0211285 0.06708
1231238 96559 m2 0.0189788 -0.306936 0.353546 0.00492513 0.0055815
1231238 316582 m2 0.107852 0.0762423 0.390585 0.0299241 0.0457067
1231238 517276 m2 0.010501 0.122353 0.113628 -0.0385439 -0.0128418
1231238 228997 m2 0.109152 0.260571 0.517786 -0.0282033 0.0399142
1231238 503686 m2 0.0155106 -0.243695 0.404934 -0.000470943 0.0520026
1231238 638313 m2 0.0216281 -0.252089 0.353411 -0.0626677 -0.0904819
1231238 326483 m2 0.0106936 -0.252932 0.335178 0.00163315 -0.0220262
1231238 310656 m2 0.0541908 -0.266036 0.445533 -0.0696106 -0.0157936
1231238 656984 m2 0.0111272 -0.0632014 0.243964 0.00355322 -0.0207674
1231238 241615 m2 0.0519268 0.0630163 0.379054 -0.000895465 0.0285396
1231238 102762 m2 0.0301541 -0.249259 0.251099 -0.0414874 -0.00194636
1231238 365862 m2 0.0174374 -0.0998682 0.076525 0.0362253 0.0333495
1231238 605150 m2 0.0289499 0.12232 0.322173 -0.0105516 0.0768512
1231238 43158 m2 0.088343 0.147488 0.237769 -0.00856035 -0.0253293
1231238 195651 m2 0.0106936 -0.0527047 0.244191 0.00253572 0.0493145
1231238 382783 m2 0.0532274 0.361178 0.250376 0.00822961 -0.00298119
