seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231094 12107 m2 0.3307 0.0966581 0.701244 0 0.16498
1231094 12608 m2 0.07805 0.103756 0.518551 0 0.12256
1231094 12434 m2 0.2804 0.0331681 0.751899 0 0.051643
1231094 19265 m2 0.01985 -0.23703 0.39557 0 0.142091
1231094 14752 m2 0.1937 -0.0171478 -0.76187 0 -0.176522
1231094 27631 m2 0.01415 -0.141622 -0.338403 0 -0.0422822
1231094 16057 m2 0.1027 -0.000631554 -0.718604 0 -0.151514
1231094 11096 m2 0.20985 0.0671988 -0.684652 0 -0.0236836
1231094 12821 m2 0.58115 0.044083 0.900639 0 0.166125
1231094 13607 m2 0.2606 -0.0262584 0.729981 0 0.0724788
1231094 25391 m2 0.0111 -0.0383616 -0.369704 0 0.0345317
1231094 12678 m2 0.4121 -0.0289448 -0.840329 0 -0.0548556
1231094 12619 m2 0.44925 0.182659 -0.707208 0 -0.0643865
