seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231191 402617 m2 0.07475 0.324694 0.52658 0.0416068 0
1231191 354137 m2 0.0219 0.376911 0.474875 0 0.0428784
1231191 626427 m2 0.0125 -0.0310041 0.303635 0 -0.0226643
1231191 261469 m2 0.1046 0.454237 0.493014 0 0.0608505
1231191 215226 m2 0.07 0.401779 0.408849 0.0481639 0
1231191 577509 m2 0.01965 0.325548 0.284153 0 -0.00330802
1231191 452281 m2 0.01265 0.0837636 0.450298 0.0385535 0
1231191 691137 m2 0.0244 0.336482 0.373643 0.0183682 0
1231191 541566 m2 0.01765 -0.051537 0.386395 -0.0534619 0
1231191 796176 m2 0.01225 0.316539 0.262658 -0.00650177 0
1231191 762989 m2 0.01235 0.29681 0.271119 0.0516115 0
1231191 337336 m2 0.01355 0.103939 0.345 0 0.0249341
1231191 200517 m2 0.0634 0.332655 0.512413 0.00234392 0
1231191 572057 m2 0.0247 0.354461 0.290325 0.106463 0
1231191 746002 m2 0.0103 0.0442159 0.330193 0.0294354 0
1231191 418541 m2 0.05725 0.397163 0.412379 0.0473463 0
1231191 711007 m2 0.0249 0.270797 0.406758 0 0.0134427
1231191 269324 m2 0.01915 0.321099 0.352414 0 0.0173008
1231191 685249 m2 0.0128 0.346537 0.293268 0.026169 0
1231191 544293 m2 0.01335 0.114535 0.36561 -0.00942122 0
1231191 254982 m2 0.098 0.384448 0.522889 0 0.0592405
1231191 518746 m2 0.02655 -0.133742 0.470495 0 -0.00487367
1231191 388179 m2 0.08495 -0.241314 0.608186 0 -0.0476133
1231191 242817 m2 0.05595 0.385705 0.414979 0 0.0443168
1231191 313231 m2 0.0272 0.103405 0.423686 0 0.0169842
1231191 338468 m2 0.0727 0.0347682 0.598961 0.0182139 0
1231191 711305 m2 0.0337 0.378652 0.460425 -0.0134624 0
1231191 203155 m2 0.0831 0.228228 0.583267 0.0206981 0
1231191 425850 m2 0.0136 0.209333 0.363916 0 -0.0402855
1231191 412443 m2 0.0647 0.366048 0.451201 0.0715257 0
1231191 592650 m2 0.0542 0.187803 0.522698 -0.0245398 0
1231191 694711 m2 0.0131 -0.0399187 0.36733 -0.0112579 0
1231191 378343 m2 0.01205 0.0156939 0.400057 0 -0.021796
1231191 629742 m2 0.01415 0.279244 0.416342 -0.0220768 0
1231191 573436 m2 0.022 0.382332 0.373535 0 0.013685
1231191 650001 m2 0.01945 -0.306959 0.431013 0 0.0281535
1231191 369601 m2 0.0733 0.212664 0.608246 0 0.0353097
1231191 578067 m2 0.01555 0.141796 0.398738 0 0.0062663
1231191 735140 m2 0.0232 0.0975866 0.446618 -0.0315779 0
1231191 82163 m2 0.0217 0.32845 0.439197 0 0.031042
1231191 719822 m2 0.01545 0.219099 0.393444 0 -0.0162332
1231191 565299 m2 0.02745 0.32005 0.448201 0 0.01068
1231191 272329 m2 0.1664 -0.265667 0.640449 0 0.069226
1231191 167573 m2 0.02615 -0.265989 0.412661 0 0.00327775
1231191 12813 m2 0.0398 -0.258642 0.500594 -0.00675784 0
1231191 513954 m2 0.08195 -0.394921 0.432546 0.00189618 0
1231191 587985 m2 0.01125 -0.053682 0.333973 0 0.0237597
