seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231140 100 0.999868 0.999868 2.0095e-14 0.000159628 -0.000260701 0.272267 -0.0201852 NAN NAN
1231140 200 0.999892 0.999892 5.21805e-15 -9.16104e-05 -0.000125695 -0.0388893 0.0653112 NAN NAN
1231140 300 0.99983 0.99983 1.07692e-14 -3.98318e-05 -0.000112689 0.0991664 -0.00994713 NAN NAN
1231140 400 0.999853 0.999853 -4.32987e-15 -0.000519106 7.69395e-05 -0.0377644 -0.132071 NAN NAN
1231140 500 0.999753 0.999753 -1.62093e-14 0.000867602 9.87599e-05 0.254932 -0.00908671 NAN NAN
1231140 600 0.999912 0.999912 1.11022e-15 -0.000134335 9.97705e-05 -0.0209283 0.100348 NAN NAN
1231140 700 0.999956 0.999956 -1.33227e-15 0.000796632 3.6367e-05 -0.17027 0.180956 NAN NAN
1231140 800 0.999971 0.999971 -4.44089e-16 -0.000131081 5.23115e-05 0.176842 -0.0357276 NAN NAN
1231140 900 0.999925 0.999925 -3.27516e-14 -0.000315676 -0.000107496 -0.0633206 0.0238253 NAN NAN
1231140 1000 0.99983 0.99983 0 -7.32022e-05 -0.000151218 0.0234346 -0.0236058 NAN NAN
1231140 1100 0.995369 0.995373 -3.24608e-06 -0.000330153 -2.72503e-05 0.0165418 -0.113857 0.00253852 -0.00981695
1231140 1200 0.981645 0.981647 -2.75364e-06 5.1195e-05 -2.08263e-05 0.0848363 -0.144075 0.0095105 -0.00872099
1231140 1300 0.958775 0.958803 -2.79812e-05 -7.89443e-05 1.39041e-05 -0.16041 -0.0680134 -0.0296066 -0.0122918
1231140 1400 0.933686 0.916808 0.0168783 0.00791959 0.0289426 0.02103 0.525525 -0.00354632 0.381146
1231140 1500 0.910538 0.848929 0.0616088 0.0265261 0.106617 0.0452915 0.76615 0.0465607 0.625615
1231140 1600 0.909608 0.756632 0.152976 0.0318736 0.0759408 0.0353119 0.895193 0.0310549 0.761391
1231140 1700 0.903085 0.669244 0.23384 0.0383661 0.035315 0.0771495 0.969426 0.0750397 0.865622
1231140 1800 0.882426 0.59564 0.286785 0.0980041 0.0155101 0.3652 0.97849 0.299655 0.906004
1231140 1900 0.869712 0.514243 0.355469 0.287993 0.0103681 0.870556 0.984092 0.639129 0.911472
1231140 2000 0.81091 0.410076 0.400834 0.357682 -0.0194027 0.931303 0.980642 0.749169 0.919987
1231140 2100 0.836588 0.396122 0.440467 0.299091 0.00674994 0.942716 0.981206 0.780278 0.928894
1231140 2200 0.840715 0.39762 0.443095 0.27405 -0.000866908 0.932853 0.984952 0.775515 0.928363
1231140 2300 0.843042 0.397821 0.445222 0.27817 -0.00197002 0.932793 0.98561 0.785692 0.927921
1231140 2400 0.841851 0.39519 0.446661 0.272823 -0.0139502 0.937966 0.985815 0.786855 0.926474
1231140 2500 0.847409 0.391702 0.455707 0.254544 -0.0105311 0.956958 0.986559 0.78929 0.922411
1231140 2600 0.84263 0.390606 0.452024 0.24842 0.00462722 0.962843 0.986406 0.791958 0.915835
1231140 2700 0.846107 0.390189 0.455918 0.245073 -0.00858426 0.958934 0.986211 0.794508 0.923118
1231140 2800 0.84199 0.392552 0.449437 0.227706 0.00215167 0.960164 0.986365 0.789658 0.917398
1231140 2900 0.843191 0.392276 0.450915 0.244993 0.00147425 0.959197 0.986337 0.791165 0.918152
1231140 3000 0.842478 0.390699 0.451779 0.25703 0.00367912 0.954279 0.988128 0.792098 0.917485
