seed mutID muttype p cor_sal cor_temp mutSalEffect mutTempEffect
1231166 1586 m2 0.12135 -0.308467 0.40211 -0.164264 0.492825
1231166 2272 m2 0.0609 -0.304352 -0.349573 -0.295016 -0.716814
1231166 1959 m2 0.1028 -0.504059 -0.108839 -0.564259 -0.218008
1231166 1954 m2 0.07515 -0.254079 0.355253 -0.793422 0.492364
1231166 1983 m2 0.04565 0.318563 0.218912 0.357865 0.756327
1231166 1975 m2 0.19795 0.236227 0.610578 0.322628 0.275203
1231166 2003 m2 0.0538 0.324129 0.0213593 0.6854 0.590578
1231166 2091 m2 0.02645 0.225215 -0.0919321 0.503678 0.477475
1231166 2840 m2 0.03035 0.217513 -0.106915 0.138564 -0.56685
1231166 2036 m2 0.1124 0.397883 -0.498137 0.312519 -0.779003
1231166 2044 m2 0.06585 -0.324467 0.0307567 -0.356918 0.359072
1231166 2798 m2 0.0545 0.375209 -0.342987 0.253006 0.734985
1231166 2196 m2 0.07455 -0.253217 0.356258 0.189664 -0.251807
1231166 2498 m2 0.0962 0.093892 0.0390829 -0.113955 -0.180231
1231166 2560 m2 0.0866 -0.155918 -0.46196 -0.0953874 0.329713
1231166 2747 m2 0.02895 0.227332 0.131665 0.14195 -0.430599
1231166 3148 m2 0.02175 -0.0943331 -0.335144 -0.0280559 -0.339955
