seed gen sympatric allopatric local_adapt mean_phen0 mean_phen1 cor_sal_popmean cor_temp_popeman cor_sal_ind cor_temp_ind
1231120 100 0.999891 0.999891 1.73195e-14 0.000468538 0.000217046 -0.288227 0.178825 NAN NAN
1231120 200 0.999969 0.999969 -1.28786e-14 0.000423197 7.98945e-05 0.136154 -0.0115539 NAN NAN
1231120 300 0.999925 0.999925 1.06581e-14 0.000713858 0.000159213 -0.0521912 -0.091178 NAN NAN
1231120 400 0.999962 0.999962 -4.10783e-15 0.000475986 -4.0336e-05 0.041666 0.0885802 NAN NAN
1231120 500 0.999968 0.999968 2.9865e-14 0.000229332 0 0.0856962 NAN NAN NAN
1231120 600 0.999952 0.999952 1.96509e-14 0.000769536 -6.35487e-05 -0.0958829 -0.120867 NAN NAN
1231120 700 0.999996 0.999996 1.56541e-14 0.000214298 0 -0.165035 NAN NAN NAN
1231120 800 0.999801 0.999801 1.66533e-14 0.00192259 0.000119389 0.216181 0.13147 NAN NAN
1231120 900 0.999947 0.999947 -1.9762e-14 0.000251964 0.000238578 -0.02696 0.0715496 NAN NAN
1231120 1000 0.999998 0.999998 -1.11022e-16 0.000110937 0 0.0877602 NAN NAN NAN
1231120 1100 0.995524 0.995527 -3.18868e-06 -0.00101676 3.85865e-05 -0.128078 0.0682658 -0.0390621 0.00696313
1231120 1200 0.982428 0.982384 4.33794e-05 0.000376384 5.94454e-05 0.133232 0.19971 0.028509 0.0164011
1231120 1300 0.963298 0.95884 0.0044587 0.00111159 0.0123408 -0.0218222 0.495103 -0.0531257 0.222722
1231120 1400 0.955426 0.908411 0.0470147 0.00476318 0.10693 0.0885103 0.84342 0.066114 0.647526
1231120 1500 0.939543 0.860227 0.0793155 0.0075779 0.164264 0.160049 0.905023 0.150497 0.77523
1231120 1600 0.912959 0.811642 0.101317 0.00858214 0.189797 0.318194 0.91961 0.245431 0.802138
1231120 1700 0.874574 0.753918 0.120657 0.0135058 0.216133 0.363072 0.923655 0.305715 0.818392
1231120 1800 0.852714 0.651891 0.200823 0.0719383 0.242906 0.663906 0.921049 0.674046 0.846657
1231120 1900 0.88134 0.496635 0.384705 0.158885 0.197869 0.898344 0.986078 0.808021 0.904813
1231120 2000 0.857297 0.347963 0.509333 0.0305706 0.209427 0.97497 0.986427 0.87125 0.93708
1231120 2100 0.860375 0.346054 0.514321 0.0437089 0.212673 0.973388 0.984121 0.8716 0.939615
1231120 2200 0.857507 0.346715 0.510793 0.0397252 0.211777 0.972756 0.983002 0.869003 0.936661
1231120 2300 0.854363 0.344251 0.510113 0.0250325 0.216618 0.967902 0.982794 0.866311 0.939248
1231120 2400 0.856616 0.344606 0.51201 0.0115189 0.219165 0.964042 0.981603 0.87473 0.941392
1231120 2500 0.880084 0.346273 0.533811 -0.00633361 0.231844 0.971325 0.984256 0.90281 0.939336
1231120 2600 0.895248 0.349707 0.54554 0.021137 0.218916 0.980183 0.982993 0.914582 0.937785
1231120 2700 0.894192 0.348031 0.546161 0.0051932 0.217154 0.976638 0.983659 0.918216 0.935743
1231120 2800 0.902967 0.350929 0.552038 0.0165031 0.220113 0.983051 0.983761 0.924111 0.94081
1231120 2900 0.906648 0.350023 0.556625 0.0130669 0.224124 0.986135 0.982824 0.928437 0.934904
1231120 3000 0.914627 0.348618 0.566009 -0.00371018 0.226885 0.9847 0.985311 0.936269 0.939306
